Picture Number:    0	 QP:   25  [ PSNR-Y: 34.87 dB,	PSNR-U: 42.13 dB,	PSNR-V: 43.30 dB,	MSE-Y: 21.20,	MSE-U: 3.98,	MSE-V: 3.04,	SSIM-Y: 0.97440,	SSIM-U: 0.95084,	SSIM-V: 0.96137 ]	  16834 bytes
Picture Number:    1	 QP:   37  [ PSNR-Y: 33.40 dB,	PSNR-U: 42.03 dB,	PSNR-V: 43.25 dB,	MSE-Y: 29.73,	MSE-U: 4.08,	MSE-V: 3.08,	SSIM-Y: 0.96646,	SSIM-U: 0.94990,	SSIM-V: 0.96109 ]	  37990 bytes
Picture Number:    2	 QP:   36  [ PSNR-Y: 33.24 dB,	PSNR-U: 41.90 dB,	PSNR-V: 43.17 dB,	MSE-Y: 30.87,	MSE-U: 4.20,	MSE-V: 3.13,	SSIM-Y: 0.96508,	SSIM-U: 0.94903,	SSIM-V: 0.96027 ]	      5 bytes
Picture Number:    3	 QP:   37  [ PSNR-Y: 32.69 dB,	PSNR-U: 41.82 dB,	PSNR-V: 43.14 dB,	MSE-Y: 35.02,	MSE-U: 4.28,	MSE-V: 3.16,	SSIM-Y: 0.96004,	SSIM-U: 0.94815,	SSIM-V: 0.96036 ]	   1123 bytes
Picture Number:    4	 QP:   35  [ PSNR-Y: 33.96 dB,	PSNR-U: 41.95 dB,	PSNR-V: 43.26 dB,	MSE-Y: 26.13,	MSE-U: 4.15,	MSE-V: 3.07,	SSIM-Y: 0.96674,	SSIM-U: 0.95022,	SSIM-V: 0.96203 ]	      5 bytes
Picture Number:    5	 QP:   37  [ PSNR-Y: 32.53 dB,	PSNR-U: 41.74 dB,	PSNR-V: 43.11 dB,	MSE-Y: 36.34,	MSE-U: 4.36,	MSE-V: 3.18,	SSIM-Y: 0.95805,	SSIM-U: 0.94773,	SSIM-V: 0.96074 ]	   3478 bytes
Picture Number:    6	 QP:   36  [ PSNR-Y: 33.23 dB,	PSNR-U: 41.85 dB,	PSNR-V: 43.15 dB,	MSE-Y: 30.93,	MSE-U: 4.25,	MSE-V: 3.14,	SSIM-Y: 0.96345,	SSIM-U: 0.94925,	SSIM-V: 0.96100 ]	      5 bytes
Picture Number:    7	 QP:   37  [ PSNR-Y: 33.06 dB,	PSNR-U: 41.96 dB,	PSNR-V: 43.25 dB,	MSE-Y: 32.14,	MSE-U: 4.14,	MSE-V: 3.07,	SSIM-Y: 0.96296,	SSIM-U: 0.95016,	SSIM-V: 0.96197 ]	   1029 bytes
Picture Number:    8	 QP:   33  [ PSNR-Y: 34.50 dB,	PSNR-U: 41.87 dB,	PSNR-V: 43.12 dB,	MSE-Y: 23.08,	MSE-U: 4.23,	MSE-V: 3.17,	SSIM-Y: 0.97271,	SSIM-U: 0.94886,	SSIM-V: 0.96070 ]	      5 bytes
Picture Number:    9	 QP:   37  [ PSNR-Y: 32.70 dB,	PSNR-U: 41.87 dB,	PSNR-V: 43.13 dB,	MSE-Y: 34.94,	MSE-U: 4.23,	MSE-V: 3.17,	SSIM-Y: 0.96130,	SSIM-U: 0.94923,	SSIM-V: 0.96066 ]	   6961 bytes
Picture Number:   10	 QP:   36  [ PSNR-Y: 33.10 dB,	PSNR-U: 41.77 dB,	PSNR-V: 43.10 dB,	MSE-Y: 31.87,	MSE-U: 4.32,	MSE-V: 3.19,	SSIM-Y: 0.96246,	SSIM-U: 0.94829,	SSIM-V: 0.96026 ]	      5 bytes
