codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
EVC,duckstakeoff2160p,3480x2160,50,0,22,35.1041,35.3193,37.6997,35.4554,467314223.5136,1190.766,duckstakeoff2160p_22qp_0fr_50fps_slow-preset_8t
