Picture Number:    0	 QP:   22  [ PSNR-Y: 37.45 dB,	PSNR-U: 38.23 dB,	PSNR-V: 39.25 dB,	MSE-Y: 11.70,	MSE-U: 9.78,	MSE-V: 7.72,	SSIM-Y: 0.94543,	SSIM-U: 0.94101,	SSIM-V: 0.92304 ]	 207330 bytes
Picture Number:    1	 QP:   37  [ PSNR-Y: 35.59 dB,	PSNR-U: 37.61 dB,	PSNR-V: 39.30 dB,	MSE-Y: 17.95,	MSE-U: 11.27,	MSE-V: 7.64,	SSIM-Y: 0.93847,	SSIM-U: 0.93518,	SSIM-V: 0.92081 ]	 708228 bytes
Picture Number:    2	 QP:   36  [ PSNR-Y: 36.02 dB,	PSNR-U: 37.55 dB,	PSNR-V: 39.29 dB,	MSE-Y: 16.24,	MSE-U: 11.43,	MSE-V: 7.66,	SSIM-Y: 0.94140,	SSIM-U: 0.93537,	SSIM-V: 0.92062 ]	      5 bytes
Picture Number:    3	 QP:   37  [ PSNR-Y: 35.39 dB,	PSNR-U: 37.50 dB,	PSNR-V: 39.36 dB,	MSE-Y: 18.79,	MSE-U: 11.56,	MSE-V: 7.54,	SSIM-Y: 0.93780,	SSIM-U: 0.93508,	SSIM-V: 0.92186 ]	  22049 bytes
Picture Number:    4	 QP:   34  [ PSNR-Y: 36.80 dB,	PSNR-U: 38.05 dB,	PSNR-V: 39.64 dB,	MSE-Y: 13.60,	MSE-U: 10.18,	MSE-V: 7.06,	SSIM-Y: 0.94255,	SSIM-U: 0.94096,	SSIM-V: 0.92594 ]	      5 bytes
Picture Number:    5	 QP:   37  [ PSNR-Y: 35.60 dB,	PSNR-U: 37.73 dB,	PSNR-V: 39.71 dB,	MSE-Y: 17.92,	MSE-U: 10.96,	MSE-V: 6.95,	SSIM-Y: 0.93630,	SSIM-U: 0.93773,	SSIM-V: 0.92691 ]	  60173 bytes
Picture Number:    6	 QP:   36  [ PSNR-Y: 36.55 dB,	PSNR-U: 38.11 dB,	PSNR-V: 40.00 dB,	MSE-Y: 14.41,	MSE-U: 10.05,	MSE-V: 6.50,	SSIM-Y: 0.94085,	SSIM-U: 0.94160,	SSIM-V: 0.93095 ]	      5 bytes
Picture Number:    7	 QP:   37  [ PSNR-Y: 35.96 dB,	PSNR-U: 38.18 dB,	PSNR-V: 40.12 dB,	MSE-Y: 16.47,	MSE-U: 9.89,	MSE-V: 6.32,	SSIM-Y: 0.93713,	SSIM-U: 0.94254,	SSIM-V: 0.93232 ]	  18685 bytes
Picture Number:    8	 QP:   31  [ PSNR-Y: 38.04 dB,	PSNR-U: 39.12 dB,	PSNR-V: 40.44 dB,	MSE-Y: 10.21,	MSE-U: 7.96,	MSE-V: 5.87,	SSIM-Y: 0.94754,	SSIM-U: 0.95037,	SSIM-V: 0.93652 ]	      5 bytes
Picture Number:    9	 QP:   37  [ PSNR-Y: 36.05 dB,	PSNR-U: 38.21 dB,	PSNR-V: 40.04 dB,	MSE-Y: 16.16,	MSE-U: 9.83,	MSE-V: 6.45,	SSIM-Y: 0.93551,	SSIM-U: 0.94093,	SSIM-V: 0.93106 ]	 124786 bytes
Picture Number:   10	 QP:   36  [ PSNR-Y: 36.34 dB,	PSNR-U: 38.08 dB,	PSNR-V: 39.88 dB,	MSE-Y: 15.09,	MSE-U: 10.12,	MSE-V: 6.68,	SSIM-Y: 0.93680,	SSIM-U: 0.93852,	SSIM-V: 0.92855 ]	      5 bytes
Picture Number:   11	 QP:   37  [ PSNR-Y: 35.81 dB,	PSNR-U: 37.77 dB,	PSNR-V: 39.82 dB,	MSE-Y: 17.05,	MSE-U: 10.86,	MSE-V: 6.79,	SSIM-Y: 0.93558,	SSIM-U: 0.93488,	SSIM-V: 0.92725 ]	  18497 bytes
