Picture Number:    0	 QP:   26  [ PSNR-Y: 34.48 dB,	PSNR-U: 36.45 dB,	PSNR-V: 39.42 dB,	MSE-Y: 23.17,	MSE-U: 14.73,	MSE-V: 7.43,	SSIM-Y: 0.95607,	SSIM-U: 0.92434,	SSIM-V: 0.91524 ]	  86243 bytes
Picture Number:    1	 QP:   33  [ PSNR-Y: 34.77 dB,	PSNR-U: 36.61 dB,	PSNR-V: 39.50 dB,	MSE-Y: 21.69,	MSE-U: 14.19,	MSE-V: 7.29,	SSIM-Y: 0.96109,	SSIM-U: 0.92614,	SSIM-V: 0.91585 ]	 365314 bytes
Picture Number:    2	 QP:   32  [ PSNR-Y: 35.31 dB,	PSNR-U: 36.41 dB,	PSNR-V: 39.35 dB,	MSE-Y: 19.17,	MSE-U: 14.86,	MSE-V: 7.55,	SSIM-Y: 0.96575,	SSIM-U: 0.92311,	SSIM-V: 0.91321 ]	      5 bytes
Picture Number:    3	 QP:   33  [ PSNR-Y: 34.58 dB,	PSNR-U: 36.22 dB,	PSNR-V: 39.24 dB,	MSE-Y: 22.68,	MSE-U: 15.53,	MSE-V: 7.75,	SSIM-Y: 0.96077,	SSIM-U: 0.91965,	SSIM-V: 0.91077 ]	   3837 bytes
Picture Number:    4	 QP:   31  [ PSNR-Y: 35.92 dB,	PSNR-U: 36.33 dB,	PSNR-V: 39.17 dB,	MSE-Y: 16.65,	MSE-U: 15.15,	MSE-V: 7.86,	SSIM-Y: 0.96896,	SSIM-U: 0.92089,	SSIM-V: 0.90978 ]	      5 bytes
Picture Number:    5	 QP:   33  [ PSNR-Y: 34.62 dB,	PSNR-U: 36.04 dB,	PSNR-V: 39.12 dB,	MSE-Y: 22.46,	MSE-U: 16.18,	MSE-V: 7.97,	SSIM-Y: 0.96046,	SSIM-U: 0.91590,	SSIM-V: 0.90878 ]	  36225 bytes
Picture Number:    6	 QP:   32  [ PSNR-Y: 35.35 dB,	PSNR-U: 36.05 dB,	PSNR-V: 39.13 dB,	MSE-Y: 18.96,	MSE-U: 16.15,	MSE-V: 7.94,	SSIM-Y: 0.96582,	SSIM-U: 0.91623,	SSIM-V: 0.90899 ]	      5 bytes
Picture Number:    7	 QP:   33  [ PSNR-Y: 34.80 dB,	PSNR-U: 36.27 dB,	PSNR-V: 39.19 dB,	MSE-Y: 21.55,	MSE-U: 15.36,	MSE-V: 7.83,	SSIM-Y: 0.96189,	SSIM-U: 0.91903,	SSIM-V: 0.91001 ]	   3349 bytes
Picture Number:    8	 QP:   29  [ PSNR-Y: 36.28 dB,	PSNR-U: 36.59 dB,	PSNR-V: 39.18 dB,	MSE-Y: 15.31,	MSE-U: 14.25,	MSE-V: 7.85,	SSIM-Y: 0.97167,	SSIM-U: 0.92455,	SSIM-V: 0.90986 ]	      5 bytes
Picture Number:    9	 QP:   33  [ PSNR-Y: 34.58 dB,	PSNR-U: 36.12 dB,	PSNR-V: 39.14 dB,	MSE-Y: 22.64,	MSE-U: 15.87,	MSE-V: 7.93,	SSIM-Y: 0.96098,	SSIM-U: 0.91724,	SSIM-V: 0.90876 ]	  99943 bytes
Picture Number:   10	 QP:   32  [ PSNR-Y: 35.36 dB,	PSNR-U: 35.95 dB,	PSNR-V: 39.04 dB,	MSE-Y: 18.94,	MSE-U: 16.51,	MSE-V: 8.12,	SSIM-Y: 0.96581,	SSIM-U: 0.91434,	SSIM-V: 0.90700 ]	      5 bytes
Picture Number:   11	 QP:   33  [ PSNR-Y: 34.46 dB,	PSNR-U: 35.84 dB,	PSNR-V: 38.95 dB,	MSE-Y: 23.29,	MSE-U: 16.96,	MSE-V: 8.29,	SSIM-Y: 0.95982,	SSIM-U: 0.91184,	SSIM-V: 0.90552 ]	   5421 bytes
Picture Number:   12	 QP:   31  [ PSNR-Y: 35.86 dB,	PSNR-U: 36.19 dB,	PSNR-V: 39.07 dB,	MSE-Y: 16.86,	MSE-U: 15.65,	MSE-V: 8.05,	SSIM-Y: 0.96879,	SSIM-U: 0.91745,	SSIM-V: 0.90754 ]	      5 bytes
Picture Number:   13	 QP:   33  [ PSNR-Y: 34.47 dB,	PSNR-U: 35.92 dB,	PSNR-V: 39.10 dB,	MSE-Y: 23.25,	MSE-U: 16.62,	MSE-V: 8.01,	SSIM-Y: 0.95999,	SSIM-U: 0.91345,	SSIM-V: 0.90764 ]	  36429 bytes
Picture Number:   14	 QP:   32  [ PSNR-Y: 35.37 dB,	PSNR-U: 36.12 dB,	PSNR-V: 39.17 dB,	MSE-Y: 18.87,	MSE-U: 15.89,	MSE-V: 7.87,	SSIM-Y: 0.96563,	SSIM-U: 0.91741,	SSIM-V: 0.90931 ]	      5 bytes
Picture Number:   15	 QP:   33  [ PSNR-Y: 34.77 dB,	PSNR-U: 36.35 dB,	PSNR-V: 39.26 dB,	MSE-Y: 21.66,	MSE-U: 15.05,	MSE-V: 7.70,	SSIM-Y: 0.96168,	SSIM-U: 0.92217,	SSIM-V: 0.91065 ]	   4501 bytes
Picture Number:   16	 QP:   27  [ PSNR-Y: 35.93 dB,	PSNR-U: 36.67 dB,	PSNR-V: 39.26 dB,	MSE-Y: 16.59,	MSE-U: 14.00,	MSE-V: 7.71,	SSIM-Y: 0.96843,	SSIM-U: 0.92765,	SSIM-V: 0.91106 ]	      5 bytes
Picture Number:   17	 QP:   33  [ PSNR-Y: 34.83 dB,	PSNR-U: 36.41 dB,	PSNR-V: 39.27 dB,	MSE-Y: 21.37,	MSE-U: 14.85,	MSE-V: 7.70,	SSIM-Y: 0.96231,	SSIM-U: 0.92263,	SSIM-V: 0.91084 ]	 186678 bytes
Picture Number:   18	 QP:   32  [ PSNR-Y: 35.41 dB,	PSNR-U: 36.09 dB,	PSNR-V: 39.12 dB,	MSE-Y: 18.70,	MSE-U: 15.99,	MSE-V: 7.97,	SSIM-Y: 0.96594,	SSIM-U: 0.91670,	SSIM-V: 0.90820 ]	      5 bytes
Picture Number:   19	 QP:   33  [ PSNR-Y: 34.62 dB,	PSNR-U: 35.98 dB,	PSNR-V: 39.07 dB,	MSE-Y: 22.44,	MSE-U: 16.42,	MSE-V: 8.06,	SSIM-Y: 0.96050,	SSIM-U: 0.91394,	SSIM-V: 0.90726 ]	   4633 bytes
Picture Number:   20	 QP:   31  [ PSNR-Y: 35.86 dB,	PSNR-U: 36.15 dB,	PSNR-V: 39.01 dB,	MSE-Y: 16.88,	MSE-U: 15.78,	MSE-V: 8.17,	SSIM-Y: 0.96873,	SSIM-U: 0.91711,	SSIM-V: 0.90635 ]	      5 bytes
Picture Number:   21	 QP:   33  [ PSNR-Y: 34.49 dB,	PSNR-U: 35.92 dB,	PSNR-V: 39.06 dB,	MSE-Y: 23.12,	MSE-U: 16.63,	MSE-V: 8.07,	SSIM-Y: 0.95965,	SSIM-U: 0.91308,	SSIM-V: 0.90688 ]	  37206 bytes
Picture Number:   22	 QP:   32  [ PSNR-Y: 35.36 dB,	PSNR-U: 36.06 dB,	PSNR-V: 39.08 dB,	MSE-Y: 18.95,	MSE-U: 16.12,	MSE-V: 8.04,	SSIM-Y: 0.96568,	SSIM-U: 0.91614,	SSIM-V: 0.90780 ]	      5 bytes
Picture Number:   23	 QP:   33  [ PSNR-Y: 34.54 dB,	PSNR-U: 36.23 dB,	PSNR-V: 39.18 dB,	MSE-Y: 22.85,	MSE-U: 15.51,	MSE-V: 7.85,	SSIM-Y: 0.96063,	SSIM-U: 0.91916,	SSIM-V: 0.90978 ]	   4603 bytes
Picture Number:   24	 QP:   29  [ PSNR-Y: 36.44 dB,	PSNR-U: 36.77 dB,	PSNR-V: 39.25 dB,	MSE-Y: 14.75,	MSE-U: 13.69,	MSE-V: 7.73,	SSIM-Y: 0.97232,	SSIM-U: 0.92748,	SSIM-V: 0.91183 ]	      5 bytes
Picture Number:   25	 QP:   33  [ PSNR-Y: 34.60 dB,	PSNR-U: 36.24 dB,	PSNR-V: 39.22 dB,	MSE-Y: 22.54,	MSE-U: 15.47,	MSE-V: 7.78,	SSIM-Y: 0.96117,	SSIM-U: 0.91951,	SSIM-V: 0.91078 ]	 100321 bytes
Picture Number:   26	 QP:   32  [ PSNR-Y: 35.33 dB,	PSNR-U: 35.99 dB,	PSNR-V: 39.10 dB,	MSE-Y: 19.07,	MSE-U: 16.39,	MSE-V: 7.99,	SSIM-Y: 0.96611,	SSIM-U: 0.91596,	SSIM-V: 0.90857 ]	      5 bytes
Picture Number:   27	 QP:   33  [ PSNR-Y: 34.40 dB,	PSNR-U: 35.93 dB,	PSNR-V: 39.11 dB,	MSE-Y: 23.60,	MSE-U: 16.59,	MSE-V: 7.99,	SSIM-Y: 0.95981,	SSIM-U: 0.91493,	SSIM-V: 0.90880 ]	   5391 bytes
Picture Number:   28	 QP:   31  [ PSNR-Y: 35.86 dB,	PSNR-U: 36.29 dB,	PSNR-V: 39.17 dB,	MSE-Y: 16.88,	MSE-U: 15.27,	MSE-V: 7.88,	SSIM-Y: 0.96916,	SSIM-U: 0.92121,	SSIM-V: 0.91058 ]	      5 bytes
Picture Number:   29	 QP:   33  [ PSNR-Y: 34.48 dB,	PSNR-U: 36.16 dB,	PSNR-V: 39.33 dB,	MSE-Y: 23.15,	MSE-U: 15.75,	MSE-V: 7.58,	SSIM-Y: 0.96064,	SSIM-U: 0.92001,	SSIM-V: 0.91376 ]	  37129 bytes
Picture Number:   30	 QP:   32  [ PSNR-Y: 35.45 dB,	PSNR-U: 36.47 dB,	PSNR-V: 39.58 dB,	MSE-Y: 18.53,	MSE-U: 14.67,	MSE-V: 7.17,	SSIM-Y: 0.96655,	SSIM-U: 0.92589,	SSIM-V: 0.91829 ]	      5 bytes
Picture Number:   31	 QP:   33  [ PSNR-Y: 34.82 dB,	PSNR-U: 36.92 dB,	PSNR-V: 39.86 dB,	MSE-Y: 21.45,	MSE-U: 13.22,	MSE-V: 6.72,	SSIM-Y: 0.96217,	SSIM-U: 0.93321,	SSIM-V: 0.92314 ]	   7048 bytes
Picture Number:   32	 QP:   24  [ PSNR-Y: 35.89 dB,	PSNR-U: 37.44 dB,	PSNR-V: 40.09 dB,	MSE-Y: 16.77,	MSE-U: 11.71,	MSE-V: 6.37,	SSIM-Y: 0.96673,	SSIM-U: 0.94043,	SSIM-V: 0.92728 ]	      5 bytes
Picture Number:   33	 QP:   33  [ PSNR-Y: 34.77 dB,	PSNR-U: 36.93 dB,	PSNR-V: 39.87 dB,	MSE-Y: 21.68,	MSE-U: 13.18,	MSE-V: 6.70,	SSIM-Y: 0.96196,	SSIM-U: 0.93316,	SSIM-V: 0.92331 ]	 371065 bytes
Picture Number:   34	 QP:   32  [ PSNR-Y: 35.41 dB,	PSNR-U: 36.43 dB,	PSNR-V: 39.58 dB,	MSE-Y: 18.72,	MSE-U: 14.79,	MSE-V: 7.16,	SSIM-Y: 0.96648,	SSIM-U: 0.92421,	SSIM-V: 0.91816 ]	      5 bytes
Picture Number:   35	 QP:   33  [ PSNR-Y: 34.47 dB,	PSNR-U: 36.11 dB,	PSNR-V: 39.37 dB,	MSE-Y: 23.22,	MSE-U: 15.92,	MSE-V: 7.52,	SSIM-Y: 0.96035,	SSIM-U: 0.91771,	SSIM-V: 0.91395 ]	   5757 bytes
Picture Number:   36	 QP:   31  [ PSNR-Y: 35.95 dB,	PSNR-U: 36.31 dB,	PSNR-V: 39.25 dB,	MSE-Y: 16.51,	MSE-U: 15.21,	MSE-V: 7.73,	SSIM-Y: 0.96918,	SSIM-U: 0.91956,	SSIM-V: 0.91163 ]	      5 bytes
Picture Number:   37	 QP:   33  [ PSNR-Y: 34.40 dB,	PSNR-U: 35.92 dB,	PSNR-V: 39.14 dB,	MSE-Y: 23.59,	MSE-U: 16.64,	MSE-V: 7.92,	SSIM-Y: 0.95951,	SSIM-U: 0.91322,	SSIM-V: 0.90913 ]	  39366 bytes
