name,avg_vmaf
harbour4cif_22qp_0fr_60fps_12-preset_8t,96.06969940666667
harbour4cif_22qp_0fr_60fps_3-preset_8t,97.91803674166667
harbour4cif_22qp_0fr_60fps_6-preset_8t,97.97698592833333
harbour4cif_22qp_0fr_60fps_9-preset_8t,97.88507040833333
harbour4cif_32qp_0fr_60fps_12-preset_8t,91.37426349166667
harbour4cif_27qp_0fr_60fps_12-preset_8t,94.02993371
harbour4cif_37qp_0fr_60fps_12-preset_8t,87.835472705
harbour4cif_27qp_0fr_60fps_3-preset_8t,96.56256404333334
harbour4cif_27qp_0fr_60fps_9-preset_8t,96.31179642166667
harbour4cif_37qp_0fr_60fps_6-preset_8t,91.550406735
harbour4cif_37qp_0fr_60fps_0-preset_8t,92.44197026333333
harbour4cif_22qp_0fr_60fps_0-preset_8t,98.07771419666666
harbour4cif_32qp_0fr_60fps_6-preset_8t,94.25632342666667
harbour4cif_27qp_0fr_60fps_6-preset_8t,96.47517429333334
harbour4cif_37qp_0fr_60fps_3-preset_8t,91.98355558
harbour4cif_37qp_0fr_60fps_9-preset_8t,90.481317875
harbour4cif_27qp_0fr_60fps_0-preset_8t,96.822537595
harbour4cif_32qp_0fr_60fps_3-preset_8t,94.53860284833334
harbour4cif_32qp_0fr_60fps_0-preset_8t,94.86837433666666
harbour4cif_32qp_0fr_60fps_9-preset_8t,93.81316346
