Picture Number:    0	 QP:   24  [ PSNR-Y: 34.04 dB,	PSNR-U: 43.30 dB,	PSNR-V: 44.94 dB,	MSE-Y: 25.66,	MSE-U: 3.04,	MSE-V: 2.09,	SSIM-Y: 0.95937,	SSIM-U: 0.96214,	SSIM-V: 0.97366 ]	  38091 bytes
Picture Number:    1	 QP:   37  [ PSNR-Y: 34.33 dB,	PSNR-U: 42.92 dB,	PSNR-V: 44.71 dB,	MSE-Y: 24.02,	MSE-U: 3.32,	MSE-V: 2.20,	SSIM-Y: 0.96124,	SSIM-U: 0.95960,	SSIM-V: 0.97247 ]	  85397 bytes
Picture Number:    2	 QP:   36  [ PSNR-Y: 34.58 dB,	PSNR-U: 42.75 dB,	PSNR-V: 44.64 dB,	MSE-Y: 22.66,	MSE-U: 3.46,	MSE-V: 2.23,	SSIM-Y: 0.96210,	SSIM-U: 0.95819,	SSIM-V: 0.97228 ]	      5 bytes
Picture Number:    3	 QP:   37  [ PSNR-Y: 33.82 dB,	PSNR-U: 42.75 dB,	PSNR-V: 44.71 dB,	MSE-Y: 26.96,	MSE-U: 3.45,	MSE-V: 2.20,	SSIM-Y: 0.95743,	SSIM-U: 0.95832,	SSIM-V: 0.97272 ]	    909 bytes
Picture Number:    4	 QP:   35  [ PSNR-Y: 34.89 dB,	PSNR-U: 42.60 dB,	PSNR-V: 44.60 dB,	MSE-Y: 21.11,	MSE-U: 3.57,	MSE-V: 2.25,	SSIM-Y: 0.96359,	SSIM-U: 0.95710,	SSIM-V: 0.97206 ]	      5 bytes
Picture Number:    5	 QP:   37  [ PSNR-Y: 32.83 dB,	PSNR-U: 42.54 dB,	PSNR-V: 44.59 dB,	MSE-Y: 33.89,	MSE-U: 3.62,	MSE-V: 2.26,	SSIM-Y: 0.94864,	SSIM-U: 0.95651,	SSIM-V: 0.97195 ]	   5449 bytes
Picture Number:    6	 QP:   36  [ PSNR-Y: 33.47 dB,	PSNR-U: 42.49 dB,	PSNR-V: 44.58 dB,	MSE-Y: 29.26,	MSE-U: 3.66,	MSE-V: 2.27,	SSIM-Y: 0.95208,	SSIM-U: 0.95623,	SSIM-V: 0.97196 ]	      5 bytes
Picture Number:    7	 QP:   37  [ PSNR-Y: 34.02 dB,	PSNR-U: 42.86 dB,	PSNR-V: 44.81 dB,	MSE-Y: 25.76,	MSE-U: 3.37,	MSE-V: 2.15,	SSIM-Y: 0.95606,	SSIM-U: 0.95952,	SSIM-V: 0.97354 ]	    781 bytes
Picture Number:    8	 QP:   33  [ PSNR-Y: 36.01 dB,	PSNR-U: 43.09 dB,	PSNR-V: 44.87 dB,	MSE-Y: 16.31,	MSE-U: 3.19,	MSE-V: 2.12,	SSIM-Y: 0.96638,	SSIM-U: 0.96189,	SSIM-V: 0.97395 ]	      5 bytes
Picture Number:    9	 QP:   37  [ PSNR-Y: 32.53 dB,	PSNR-U: 42.56 dB,	PSNR-V: 44.51 dB,	MSE-Y: 36.33,	MSE-U: 3.61,	MSE-V: 2.30,	SSIM-Y: 0.94369,	SSIM-U: 0.95687,	SSIM-V: 0.97173 ]	  14159 bytes
Picture Number:   10	 QP:   36  [ PSNR-Y: 33.20 dB,	PSNR-U: 42.53 dB,	PSNR-V: 44.60 dB,	MSE-Y: 31.11,	MSE-U: 3.63,	MSE-V: 2.25,	SSIM-Y: 0.94847,	SSIM-U: 0.95694,	SSIM-V: 0.97256 ]	      5 bytes
Picture Number:   11	 QP:   37  [ PSNR-Y: 32.54 dB,	PSNR-U: 42.53 dB,	PSNR-V: 44.58 dB,	MSE-Y: 36.22,	MSE-U: 3.63,	MSE-V: 2.26,	SSIM-Y: 0.94303,	SSIM-U: 0.95694,	SSIM-V: 0.97238 ]	   1044 bytes
Picture Number:   12	 QP:   35  [ PSNR-Y: 33.81 dB,	PSNR-U: 42.63 dB,	PSNR-V: 44.58 dB,	MSE-Y: 27.06,	MSE-U: 3.55,	MSE-V: 2.26,	SSIM-Y: 0.95319,	SSIM-U: 0.95760,	SSIM-V: 0.97233 ]	      5 bytes
Picture Number:   13	 QP:   37  [ PSNR-Y: 32.65 dB,	PSNR-U: 42.68 dB,	PSNR-V: 44.69 dB,	MSE-Y: 35.33,	MSE-U: 3.51,	MSE-V: 2.21,	SSIM-Y: 0.94444,	SSIM-U: 0.95784,	SSIM-V: 0.97280 ]	   5726 bytes
