name,avg_vmaf
ice4cif_37qp_0fr_60fps_0-preset_8t,96.96963769791667
ice4cif_37qp_0fr_60fps_12-preset_8t,91.82019815208334
ice4cif_37qp_0fr_60fps_3-preset_8t,96.50309764791666
ice4cif_22qp_0fr_60fps_6-preset_8t,98.57208638541667
ice4cif_27qp_0fr_60fps_0-preset_8t,98.65248963541667
ice4cif_22qp_0fr_60fps_9-preset_8t,98.36580301666666
ice4cif_32qp_0fr_60fps_9-preset_8t,96.31204067083333
ice4cif_27qp_0fr_60fps_12-preset_8t,96.07247109583334
ice4cif_22qp_0fr_60fps_12-preset_8t,97.17293069166666
ice4cif_37qp_0fr_60fps_9-preset_8t,94.39284655
ice4cif_27qp_0fr_60fps_6-preset_8t,98.03437114791667
ice4cif_32qp_0fr_60fps_12-preset_8t,94.22804331666667
ice4cif_37qp_0fr_60fps_6-preset_8t,95.64682293125
ice4cif_27qp_0fr_60fps_9-preset_8t,97.61980214583333
ice4cif_22qp_0fr_60fps_3-preset_8t,98.90962540625
ice4cif_32qp_0fr_60fps_3-preset_8t,97.71708893541667
ice4cif_32qp_0fr_60fps_0-preset_8t,98.02001008958334
ice4cif_32qp_0fr_60fps_6-preset_8t,97.14744039791667
ice4cif_27qp_0fr_60fps_3-preset_8t,98.46485656666667
ice4cif_22qp_0fr_60fps_0-preset_8t,99.03451269583333
