name,avg_vmaf
harbourcif_37qp_0fr_30fps_3-preset_8t,92.99656893
harbourcif_37qp_0fr_30fps_0-preset_8t,93.34019897
harbourcif_27qp_0fr_30fps_3-preset_8t,96.98981858666667
harbourcif_32qp_0fr_30fps_12-preset_8t,92.49123126333333
harbourcif_32qp_0fr_30fps_3-preset_8t,95.26882748666667
harbourcif_27qp_0fr_30fps_6-preset_8t,96.67318629333333
harbourcif_37qp_0fr_30fps_6-preset_8t,92.39935774666667
harbourcif_32qp_0fr_30fps_9-preset_8t,94.28191662333333
harbourcif_22qp_0fr_30fps_0-preset_8t,98.33765938666667
harbourcif_37qp_0fr_30fps_12-preset_8t,89.12133929333334
harbourcif_27qp_0fr_30fps_0-preset_8t,97.16411073666667
harbourcif_37qp_0fr_30fps_9-preset_8t,91.21264741333333
harbourcif_22qp_0fr_30fps_6-preset_8t,97.96028697666667
harbourcif_32qp_0fr_30fps_6-preset_8t,94.85535573666667
harbourcif_22qp_0fr_30fps_3-preset_8t,98.20166725333333
harbourcif_22qp_0fr_30fps_9-preset_8t,97.97074609
harbourcif_27qp_0fr_30fps_12-preset_8t,94.78226292666666
harbourcif_27qp_0fr_30fps_9-preset_8t,96.52439521666666
harbourcif_22qp_0fr_30fps_12-preset_8t,96.40497802666667
harbourcif_32qp_0fr_30fps_0-preset_8t,95.48907035333333
