Picture Number:    0	 QP:   23  [ PSNR-Y: 37.26 dB,	PSNR-U: 38.10 dB,	PSNR-V: 39.54 dB,	MSE-Y: 12.23,	MSE-U: 10.06,	MSE-V: 7.22,	SSIM-Y: 0.95821,	SSIM-U: 0.94392,	SSIM-V: 0.92437 ]	 114116 bytes
Picture Number:    1	 QP:   37  [ PSNR-Y: 35.03 dB,	PSNR-U: 37.42 dB,	PSNR-V: 39.49 dB,	MSE-Y: 20.42,	MSE-U: 11.77,	MSE-V: 7.31,	SSIM-Y: 0.95081,	SSIM-U: 0.93879,	SSIM-V: 0.92240 ]	 396789 bytes
Picture Number:    2	 QP:   36  [ PSNR-Y: 35.53 dB,	PSNR-U: 37.35 dB,	PSNR-V: 39.53 dB,	MSE-Y: 18.21,	MSE-U: 11.98,	MSE-V: 7.25,	SSIM-Y: 0.95333,	SSIM-U: 0.93829,	SSIM-V: 0.92317 ]	      5 bytes
Picture Number:    3	 QP:   37  [ PSNR-Y: 34.81 dB,	PSNR-U: 37.32 dB,	PSNR-V: 39.59 dB,	MSE-Y: 21.48,	MSE-U: 12.04,	MSE-V: 7.15,	SSIM-Y: 0.94984,	SSIM-U: 0.93893,	SSIM-V: 0.92442 ]	  10835 bytes
Picture Number:    4	 QP:   34  [ PSNR-Y: 36.39 dB,	PSNR-U: 37.83 dB,	PSNR-V: 39.84 dB,	MSE-Y: 14.92,	MSE-U: 10.72,	MSE-V: 6.75,	SSIM-Y: 0.95546,	SSIM-U: 0.94402,	SSIM-V: 0.92828 ]	      5 bytes
Picture Number:    5	 QP:   37  [ PSNR-Y: 35.04 dB,	PSNR-U: 37.57 dB,	PSNR-V: 39.93 dB,	MSE-Y: 20.38,	MSE-U: 11.38,	MSE-V: 6.60,	SSIM-Y: 0.94966,	SSIM-U: 0.94154,	SSIM-V: 0.93007 ]	  31097 bytes
Picture Number:    6	 QP:   36  [ PSNR-Y: 36.09 dB,	PSNR-U: 37.93 dB,	PSNR-V: 40.23 dB,	MSE-Y: 16.01,	MSE-U: 10.47,	MSE-V: 6.17,	SSIM-Y: 0.95401,	SSIM-U: 0.94534,	SSIM-V: 0.93439 ]	      5 bytes
Picture Number:    7	 QP:   37  [ PSNR-Y: 35.54 dB,	PSNR-U: 38.00 dB,	PSNR-V: 40.36 dB,	MSE-Y: 18.18,	MSE-U: 10.30,	MSE-V: 5.98,	SSIM-Y: 0.95090,	SSIM-U: 0.94713,	SSIM-V: 0.93619 ]	   9206 bytes
Picture Number:    8	 QP:   31  [ PSNR-Y: 37.99 dB,	PSNR-U: 39.00 dB,	PSNR-V: 40.62 dB,	MSE-Y: 10.32,	MSE-U: 8.19,	MSE-V: 5.63,	SSIM-Y: 0.96041,	SSIM-U: 0.95484,	SSIM-V: 0.93952 ]	      5 bytes
Picture Number:    9	 QP:   37  [ PSNR-Y: 35.56 dB,	PSNR-U: 38.02 dB,	PSNR-V: 40.31 dB,	MSE-Y: 18.06,	MSE-U: 10.26,	MSE-V: 6.06,	SSIM-Y: 0.94958,	SSIM-U: 0.94540,	SSIM-V: 0.93548 ]	  69492 bytes
Picture Number:   10	 QP:   36  [ PSNR-Y: 35.97 dB,	PSNR-U: 37.95 dB,	PSNR-V: 40.19 dB,	MSE-Y: 16.45,	MSE-U: 10.42,	MSE-V: 6.23,	SSIM-Y: 0.95102,	SSIM-U: 0.94316,	SSIM-V: 0.93326 ]	      5 bytes
Picture Number:   11	 QP:   37  [ PSNR-Y: 35.27 dB,	PSNR-U: 37.61 dB,	PSNR-V: 40.06 dB,	MSE-Y: 19.31,	MSE-U: 11.28,	MSE-V: 6.42,	SSIM-Y: 0.94798,	SSIM-U: 0.93883,	SSIM-V: 0.93100 ]	   9569 bytes
