Picture Number:    0	 QP:    6  [ PSNR-Y: 42.49 dB,	PSNR-U: 49.41 dB,	PSNR-V: 49.51 dB,	MSE-Y: 3.66,	MSE-U: 0.74,	MSE-V: 0.73,	SSIM-Y: 0.97450,	SSIM-U: 0.99126,	SSIM-V: 0.99161 ]	  35153 bytes
Picture Number:   11	 QP:   27  [ PSNR-Y: 42.20 dB,	PSNR-U: 48.95 dB,	PSNR-V: 49.42 dB,	MSE-Y: 3.92,	MSE-U: 0.83,	MSE-V: 0.74,	SSIM-Y: 0.97556,	SSIM-U: 0.99046,	SSIM-V: 0.99168 ]	   1730 bytes
Picture Number:   12	 QP:   23  [ PSNR-Y: 43.37 dB,	PSNR-U: 49.23 dB,	PSNR-V: 49.71 dB,	MSE-Y: 2.99,	MSE-U: 0.78,	MSE-V: 0.69,	SSIM-Y: 0.97890,	SSIM-U: 0.99100,	SSIM-V: 0.99222 ]	      5 bytes
Picture Number:   13	 QP:   27  [ PSNR-Y: 42.44 dB,	PSNR-U: 49.19 dB,	PSNR-V: 49.66 dB,	MSE-Y: 3.71,	MSE-U: 0.78,	MSE-V: 0.70,	SSIM-Y: 0.97765,	SSIM-U: 0.99106,	SSIM-V: 0.99236 ]	   5405 bytes
Picture Number:   14	 QP:   25  [ PSNR-Y: 43.15 dB,	PSNR-U: 49.39 dB,	PSNR-V: 49.82 dB,	MSE-Y: 3.15,	MSE-U: 0.75,	MSE-V: 0.68,	SSIM-Y: 0.97905,	SSIM-U: 0.99131,	SSIM-V: 0.99251 ]	      5 bytes
Picture Number:   15	 QP:   27  [ PSNR-Y: 42.88 dB,	PSNR-U: 49.60 dB,	PSNR-V: 50.16 dB,	MSE-Y: 3.35,	MSE-U: 0.71,	MSE-V: 0.63,	SSIM-Y: 0.97873,	SSIM-U: 0.99173,	SSIM-V: 0.99291 ]	   1730 bytes
Picture Number:   16	 QP:   12  [ PSNR-Y: 43.69 dB,	PSNR-U: 49.59 dB,	PSNR-V: 50.16 dB,	MSE-Y: 2.78,	MSE-U: 0.71,	MSE-V: 0.63,	SSIM-Y: 0.97928,	SSIM-U: 0.99162,	SSIM-V: 0.99283 ]	      5 bytes
Picture Number:   17	 QP:   27  [ PSNR-Y: 42.78 dB,	PSNR-U: 49.50 dB,	PSNR-V: 50.06 dB,	MSE-Y: 3.43,	MSE-U: 0.73,	MSE-V: 0.64,	SSIM-Y: 0.97774,	SSIM-U: 0.99150,	SSIM-V: 0.99268 ]	  20441 bytes
Picture Number:   18	 QP:   25  [ PSNR-Y: 43.39 dB,	PSNR-U: 49.60 dB,	PSNR-V: 50.29 dB,	MSE-Y: 2.98,	MSE-U: 0.71,	MSE-V: 0.61,	SSIM-Y: 0.97930,	SSIM-U: 0.99178,	SSIM-V: 0.99307 ]	      5 bytes
Picture Number:   19	 QP:   27  [ PSNR-Y: 42.81 dB,	PSNR-U: 49.45 dB,	PSNR-V: 50.20 dB,	MSE-Y: 3.40,	MSE-U: 0.74,	MSE-V: 0.62,	SSIM-Y: 0.97804,	SSIM-U: 0.99151,	SSIM-V: 0.99296 ]	   1593 bytes
Picture Number:   20	 QP:   23  [ PSNR-Y: 43.71 dB,	PSNR-U: 49.58 dB,	PSNR-V: 50.33 dB,	MSE-Y: 2.77,	MSE-U: 0.72,	MSE-V: 0.60,	SSIM-Y: 0.97921,	SSIM-U: 0.99182,	SSIM-V: 0.99312 ]	      5 bytes
Picture Number:   21	 QP:   27  [ PSNR-Y: 42.79 dB,	PSNR-U: 49.53 dB,	PSNR-V: 50.49 dB,	MSE-Y: 3.42,	MSE-U: 0.72,	MSE-V: 0.58,	SSIM-Y: 0.97729,	SSIM-U: 0.99166,	SSIM-V: 0.99334 ]	   4582 bytes
Picture Number:   22	 QP:   25  [ PSNR-Y: 43.28 dB,	PSNR-U: 49.59 dB,	PSNR-V: 50.49 dB,	MSE-Y: 3.05,	MSE-U: 0.71,	MSE-V: 0.58,	SSIM-Y: 0.97819,	SSIM-U: 0.99186,	SSIM-V: 0.99343 ]	      5 bytes
Picture Number:   23	 QP:   27  [ PSNR-Y: 42.87 dB,	PSNR-U: 49.65 dB,	PSNR-V: 50.37 dB,	MSE-Y: 3.36,	MSE-U: 0.70,	MSE-V: 0.60,	SSIM-Y: 0.97754,	SSIM-U: 0.99198,	SSIM-V: 0.99317 ]	   1449 bytes
Picture Number:   24	 QP:   19  [ PSNR-Y: 44.30 dB,	PSNR-U: 49.69 dB,	PSNR-V: 50.28 dB,	MSE-Y: 2.42,	MSE-U: 0.70,	MSE-V: 0.61,	SSIM-Y: 0.97934,	SSIM-U: 0.99199,	SSIM-V: 0.99307 ]	      5 bytes
Picture Number:   25	 QP:   27  [ PSNR-Y: 42.93 dB,	PSNR-U: 49.84 dB,	PSNR-V: 50.42 dB,	MSE-Y: 3.31,	MSE-U: 0.67,	MSE-V: 0.59,	SSIM-Y: 0.97759,	SSIM-U: 0.99222,	SSIM-V: 0.99332 ]	  10160 bytes
Picture Number:   26	 QP:   25  [ PSNR-Y: 43.20 dB,	PSNR-U: 49.81 dB,	PSNR-V: 50.31 dB,	MSE-Y: 3.11,	MSE-U: 0.68,	MSE-V: 0.61,	SSIM-Y: 0.97695,	SSIM-U: 0.99218,	SSIM-V: 0.99306 ]	      5 bytes
Picture Number:   27	 QP:   27  [ PSNR-Y: 42.92 dB,	PSNR-U: 50.08 dB,	PSNR-V: 50.45 dB,	MSE-Y: 3.32,	MSE-U: 0.64,	MSE-V: 0.59,	SSIM-Y: 0.97749,	SSIM-U: 0.99260,	SSIM-V: 0.99332 ]	   1366 bytes
Picture Number:   28	 QP:   23  [ PSNR-Y: 43.91 dB,	PSNR-U: 50.08 dB,	PSNR-V: 50.53 dB,	MSE-Y: 2.65,	MSE-U: 0.64,	MSE-V: 0.58,	SSIM-Y: 0.97944,	SSIM-U: 0.99271,	SSIM-V: 0.99338 ]	      5 bytes
Picture Number:   29	 QP:   27  [ PSNR-Y: 42.88 dB,	PSNR-U: 50.01 dB,	PSNR-V: 50.32 dB,	MSE-Y: 3.35,	MSE-U: 0.65,	MSE-V: 0.60,	SSIM-Y: 0.97755,	SSIM-U: 0.99264,	SSIM-V: 0.99322 ]	   4959 bytes
Picture Number:   30	 QP:   25  [ PSNR-Y: 43.45 dB,	PSNR-U: 50.12 dB,	PSNR-V: 50.38 dB,	MSE-Y: 2.94,	MSE-U: 0.63,	MSE-V: 0.60,	SSIM-Y: 0.97890,	SSIM-U: 0.99277,	SSIM-V: 0.99319 ]	      5 bytes
Picture Number:   31	 QP:   27  [ PSNR-Y: 43.00 dB,	PSNR-U: 50.26 dB,	PSNR-V: 50.45 dB,	MSE-Y: 3.26,	MSE-U: 0.61,	MSE-V: 0.59,	SSIM-Y: 0.97809,	SSIM-U: 0.99288,	SSIM-V: 0.99326 ]	   1427 bytes
Picture Number:   32	 QP:    7  [ PSNR-Y: 43.63 dB,	PSNR-U: 50.42 dB,	PSNR-V: 50.87 dB,	MSE-Y: 2.82,	MSE-U: 0.59,	MSE-V: 0.53,	SSIM-Y: 0.97840,	SSIM-U: 0.99302,	SSIM-V: 0.99355 ]	      5 bytes
Picture Number:   33	 QP:   27  [ PSNR-Y: 42.86 dB,	PSNR-U: 50.24 dB,	PSNR-V: 50.55 dB,	MSE-Y: 3.37,	MSE-U: 0.62,	MSE-V: 0.57,	SSIM-Y: 0.97693,	SSIM-U: 0.99266,	SSIM-V: 0.99314 ]	  55027 bytes
Picture Number:   34	 QP:   25  [ PSNR-Y: 43.19 dB,	PSNR-U: 50.09 dB,	PSNR-V: 50.48 dB,	MSE-Y: 3.12,	MSE-U: 0.64,	MSE-V: 0.58,	SSIM-Y: 0.97693,	SSIM-U: 0.99235,	SSIM-V: 0.99271 ]	      5 bytes
Picture Number:   35	 QP:   27  [ PSNR-Y: 42.66 dB,	PSNR-U: 49.97 dB,	PSNR-V: 50.45 dB,	MSE-Y: 3.53,	MSE-U: 0.66,	MSE-V: 0.59,	SSIM-Y: 0.97607,	SSIM-U: 0.99222,	SSIM-V: 0.99276 ]	   1296 bytes
Picture Number:   36	 QP:   23  [ PSNR-Y: 43.63 dB,	PSNR-U: 49.96 dB,	PSNR-V: 50.43 dB,	MSE-Y: 2.82,	MSE-U: 0.66,	MSE-V: 0.59,	SSIM-Y: 0.97849,	SSIM-U: 0.99215,	SSIM-V: 0.99272 ]	      5 bytes
Picture Number:   37	 QP:   27  [ PSNR-Y: 42.49 dB,	PSNR-U: 49.82 dB,	PSNR-V: 50.23 dB,	MSE-Y: 3.67,	MSE-U: 0.68,	MSE-V: 0.62,	SSIM-Y: 0.97553,	SSIM-U: 0.99203,	SSIM-V: 0.99246 ]	   5026 bytes
Picture Number:   38	 QP:   25  [ PSNR-Y: 43.09 dB,	PSNR-U: 49.95 dB,	PSNR-V: 50.33 dB,	MSE-Y: 3.19,	MSE-U: 0.66,	MSE-V: 0.60,	SSIM-Y: 0.97731,	SSIM-U: 0.99237,	SSIM-V: 0.99299 ]	      5 bytes
Picture Number:   39	 QP:   27  [ PSNR-Y: 42.75 dB,	PSNR-U: 50.12 dB,	PSNR-V: 50.36 dB,	MSE-Y: 3.45,	MSE-U: 0.63,	MSE-V: 0.60,	SSIM-Y: 0.97736,	SSIM-U: 0.99264,	SSIM-V: 0.99320 ]	   1611 bytes
Picture Number:   40	 QP:   19  [ PSNR-Y: 44.36 dB,	PSNR-U: 50.19 dB,	PSNR-V: 50.52 dB,	MSE-Y: 2.39,	MSE-U: 0.62,	MSE-V: 0.58,	SSIM-Y: 0.98080,	SSIM-U: 0.99269,	SSIM-V: 0.99320 ]	      5 bytes
Picture Number:   41	 QP:   27  [ PSNR-Y: 42.39 dB,	PSNR-U: 49.55 dB,	PSNR-V: 49.92 dB,	MSE-Y: 3.75,	MSE-U: 0.72,	MSE-V: 0.66,	SSIM-Y: 0.97398,	SSIM-U: 0.99154,	SSIM-V: 0.99228 ]	  10675 bytes
Picture Number:   42	 QP:   25  [ PSNR-Y: 43.07 dB,	PSNR-U: 49.86 dB,	PSNR-V: 50.24 dB,	MSE-Y: 3.21,	MSE-U: 0.67,	MSE-V: 0.62,	SSIM-Y: 0.97660,	SSIM-U: 0.99219,	SSIM-V: 0.99288 ]	      5 bytes
Picture Number:   43	 QP:   27  [ PSNR-Y: 42.73 dB,	PSNR-U: 50.01 dB,	PSNR-V: 50.37 dB,	MSE-Y: 3.47,	MSE-U: 0.65,	MSE-V: 0.60,	SSIM-Y: 0.97630,	SSIM-U: 0.99244,	SSIM-V: 0.99317 ]	   1562 bytes
Picture Number:   44	 QP:   23  [ PSNR-Y: 43.89 dB,	PSNR-U: 50.22 dB,	PSNR-V: 50.52 dB,	MSE-Y: 2.66,	MSE-U: 0.62,	MSE-V: 0.58,	SSIM-Y: 0.97958,	SSIM-U: 0.99279,	SSIM-V: 0.99329 ]	      5 bytes
Picture Number:   45	 QP:   27  [ PSNR-Y: 42.93 dB,	PSNR-U: 50.09 dB,	PSNR-V: 50.50 dB,	MSE-Y: 3.31,	MSE-U: 0.64,	MSE-V: 0.58,	SSIM-Y: 0.97709,	SSIM-U: 0.99268,	SSIM-V: 0.99329 ]	   4876 bytes
Picture Number:   46	 QP:   25  [ PSNR-Y: 43.50 dB,	PSNR-U: 50.15 dB,	PSNR-V: 50.67 dB,	MSE-Y: 2.90,	MSE-U: 0.63,	MSE-V: 0.56,	SSIM-Y: 0.97893,	SSIM-U: 0.99281,	SSIM-V: 0.99346 ]	      5 bytes
Picture Number:   47	 QP:   27  [ PSNR-Y: 43.14 dB,	PSNR-U: 50.16 dB,	PSNR-V: 50.70 dB,	MSE-Y: 3.15,	MSE-U: 0.63,	MSE-V: 0.55,	SSIM-Y: 0.97817,	SSIM-U: 0.99280,	SSIM-V: 0.99361 ]	   1303 bytes
Picture Number:   48	 QP:   13  [ PSNR-Y: 43.79 dB,	PSNR-U: 50.03 dB,	PSNR-V: 50.63 dB,	MSE-Y: 2.72,	MSE-U: 0.65,	MSE-V: 0.56,	SSIM-Y: 0.97835,	SSIM-U: 0.99252,	SSIM-V: 0.99336 ]	      5 bytes
Picture Number:   49	 QP:   27  [ PSNR-Y: 43.13 dB,	PSNR-U: 50.06 dB,	PSNR-V: 50.60 dB,	MSE-Y: 3.16,	MSE-U: 0.64,	MSE-V: 0.57,	SSIM-Y: 0.97773,	SSIM-U: 0.99260,	SSIM-V: 0.99332 ]	  17590 bytes
Picture Number:   50	 QP:   26  [ PSNR-Y: 43.30 dB,	PSNR-U: 49.89 dB,	PSNR-V: 50.38 dB,	MSE-Y: 3.04,	MSE-U: 0.67,	MSE-V: 0.60,	SSIM-Y: 0.97750,	SSIM-U: 0.99237,	SSIM-V: 0.99296 ]	      5 bytes
Picture Number:   51	 QP:   27  [ PSNR-Y: 42.91 dB,	PSNR-U: 50.02 dB,	PSNR-V: 50.58 dB,	MSE-Y: 3.33,	MSE-U: 0.65,	MSE-V: 0.57,	SSIM-Y: 0.97696,	SSIM-U: 0.99254,	SSIM-V: 0.99332 ]	   1167 bytes
Picture Number:   52	 QP:   24  [ PSNR-Y: 43.67 dB,	PSNR-U: 49.95 dB,	PSNR-V: 50.52 dB,	MSE-Y: 2.79,	MSE-U: 0.66,	MSE-V: 0.58,	SSIM-Y: 0.97828,	SSIM-U: 0.99247,	SSIM-V: 0.99319 ]	      5 bytes
Picture Number:   53	 QP:   27  [ PSNR-Y: 42.77 dB,	PSNR-U: 50.02 dB,	PSNR-V: 50.48 dB,	MSE-Y: 3.44,	MSE-U: 0.65,	MSE-V: 0.58,	SSIM-Y: 0.97608,	SSIM-U: 0.99248,	SSIM-V: 0.99309 ]	   3846 bytes
Picture Number:   54	 QP:   26  [ PSNR-Y: 43.12 dB,	PSNR-U: 50.12 dB,	PSNR-V: 50.50 dB,	MSE-Y: 3.17,	MSE-U: 0.63,	MSE-V: 0.58,	SSIM-Y: 0.97679,	SSIM-U: 0.99266,	SSIM-V: 0.99321 ]	      5 bytes
Picture Number:   55	 QP:   27  [ PSNR-Y: 42.87 dB,	PSNR-U: 50.07 dB,	PSNR-V: 50.53 dB,	MSE-Y: 3.36,	MSE-U: 0.64,	MSE-V: 0.58,	SSIM-Y: 0.97631,	SSIM-U: 0.99258,	SSIM-V: 0.99316 ]	   1023 bytes
Picture Number:   56	 QP:   20  [ PSNR-Y: 44.49 dB,	PSNR-U: 50.37 dB,	PSNR-V: 50.74 dB,	MSE-Y: 2.32,	MSE-U: 0.60,	MSE-V: 0.55,	SSIM-Y: 0.98049,	SSIM-U: 0.99305,	SSIM-V: 0.99352 ]	      5 bytes
Picture Number:   57	 QP:   27  [ PSNR-Y: 43.02 dB,	PSNR-U: 50.27 dB,	PSNR-V: 50.72 dB,	MSE-Y: 3.24,	MSE-U: 0.61,	MSE-V: 0.55,	SSIM-Y: 0.97724,	SSIM-U: 0.99290,	SSIM-V: 0.99356 ]	   8329 bytes
Picture Number:   58	 QP:   26  [ PSNR-Y: 43.41 dB,	PSNR-U: 50.39 dB,	PSNR-V: 50.75 dB,	MSE-Y: 2.97,	MSE-U: 0.59,	MSE-V: 0.55,	SSIM-Y: 0.97791,	SSIM-U: 0.99315,	SSIM-V: 0.99362 ]	      5 bytes
Picture Number:   59	 QP:   27  [ PSNR-Y: 43.07 dB,	PSNR-U: 50.31 dB,	PSNR-V: 50.65 dB,	MSE-Y: 3.21,	MSE-U: 0.61,	MSE-V: 0.56,	SSIM-Y: 0.97736,	SSIM-U: 0.99311,	SSIM-V: 0.99366 ]	   1083 bytes
Picture Number:   60	 QP:   24  [ PSNR-Y: 44.01 dB,	PSNR-U: 50.50 dB,	PSNR-V: 50.90 dB,	MSE-Y: 2.58,	MSE-U: 0.58,	MSE-V: 0.53,	SSIM-Y: 0.97927,	SSIM-U: 0.99330,	SSIM-V: 0.99372 ]	      5 bytes
Picture Number:   61	 QP:   27  [ PSNR-Y: 43.22 dB,	PSNR-U: 50.62 dB,	PSNR-V: 51.10 dB,	MSE-Y: 3.10,	MSE-U: 0.56,	MSE-V: 0.50,	SSIM-Y: 0.97794,	SSIM-U: 0.99350,	SSIM-V: 0.99397 ]	   3592 bytes
Picture Number:   62	 QP:   26  [ PSNR-Y: 43.66 dB,	PSNR-U: 50.82 dB,	PSNR-V: 51.30 dB,	MSE-Y: 2.80,	MSE-U: 0.54,	MSE-V: 0.48,	SSIM-Y: 0.97862,	SSIM-U: 0.99355,	SSIM-V: 0.99400 ]	      5 bytes
Picture Number:   63	 QP:   27  [ PSNR-Y: 43.39 dB,	PSNR-U: 50.98 dB,	PSNR-V: 51.30 dB,	MSE-Y: 2.98,	MSE-U: 0.52,	MSE-V: 0.48,	SSIM-Y: 0.97807,	SSIM-U: 0.99378,	SSIM-V: 0.99404 ]	    934 bytes
Picture Number:   64	 QP:    6  [ PSNR-Y: 44.09 dB,	PSNR-U: 51.02 dB,	PSNR-V: 51.33 dB,	MSE-Y: 2.53,	MSE-U: 0.51,	MSE-V: 0.48,	SSIM-Y: 0.97855,	SSIM-U: 0.99380,	SSIM-V: 0.99408 ]	      5 bytes
Picture Number:   65	 QP:   27  [ PSNR-Y: 43.51 dB,	PSNR-U: 50.86 dB,	PSNR-V: 51.23 dB,	MSE-Y: 2.90,	MSE-U: 0.53,	MSE-V: 0.49,	SSIM-Y: 0.97797,	SSIM-U: 0.99367,	SSIM-V: 0.99420 ]	  43955 bytes
Picture Number:   66	 QP:   25  [ PSNR-Y: 43.75 dB,	PSNR-U: 50.56 dB,	PSNR-V: 51.13 dB,	MSE-Y: 2.74,	MSE-U: 0.57,	MSE-V: 0.50,	SSIM-Y: 0.97799,	SSIM-U: 0.99331,	SSIM-V: 0.99388 ]	      5 bytes
Picture Number:   67	 QP:   27  [ PSNR-Y: 43.18 dB,	PSNR-U: 50.53 dB,	PSNR-V: 51.09 dB,	MSE-Y: 3.12,	MSE-U: 0.57,	MSE-V: 0.51,	SSIM-Y: 0.97696,	SSIM-U: 0.99342,	SSIM-V: 0.99387 ]	    920 bytes
Picture Number:   68	 QP:   23  [ PSNR-Y: 44.13 dB,	PSNR-U: 50.49 dB,	PSNR-V: 51.05 dB,	MSE-Y: 2.51,	MSE-U: 0.58,	MSE-V: 0.51,	SSIM-Y: 0.97880,	SSIM-U: 0.99326,	SSIM-V: 0.99381 ]	      5 bytes
Picture Number:   69	 QP:   27  [ PSNR-Y: 43.52 dB,	PSNR-U: 50.54 dB,	PSNR-V: 51.12 dB,	MSE-Y: 2.89,	MSE-U: 0.57,	MSE-V: 0.50,	SSIM-Y: 0.97841,	SSIM-U: 0.99356,	SSIM-V: 0.99404 ]	   3079 bytes
Picture Number:   70	 QP:   25  [ PSNR-Y: 43.95 dB,	PSNR-U: 50.64 dB,	PSNR-V: 51.16 dB,	MSE-Y: 2.62,	MSE-U: 0.56,	MSE-V: 0.50,	SSIM-Y: 0.97973,	SSIM-U: 0.99370,	SSIM-V: 0.99423 ]	      5 bytes
Picture Number:   71	 QP:   27  [ PSNR-Y: 43.72 dB,	PSNR-U: 50.53 dB,	PSNR-V: 51.05 dB,	MSE-Y: 2.76,	MSE-U: 0.58,	MSE-V: 0.51,	SSIM-Y: 0.97902,	SSIM-U: 0.99372,	SSIM-V: 0.99433 ]	    891 bytes
Picture Number:   72	 QP:   19  [ PSNR-Y: 45.11 dB,	PSNR-U: 50.81 dB,	PSNR-V: 51.28 dB,	MSE-Y: 2.00,	MSE-U: 0.54,	MSE-V: 0.48,	SSIM-Y: 0.98168,	SSIM-U: 0.99392,	SSIM-V: 0.99441 ]	      5 bytes
Picture Number:   73	 QP:   27  [ PSNR-Y: 43.89 dB,	PSNR-U: 50.70 dB,	PSNR-V: 51.14 dB,	MSE-Y: 2.65,	MSE-U: 0.55,	MSE-V: 0.50,	SSIM-Y: 0.97984,	SSIM-U: 0.99378,	SSIM-V: 0.99447 ]	   7104 bytes
Picture Number:   74	 QP:   25  [ PSNR-Y: 44.27 dB,	PSNR-U: 50.88 dB,	PSNR-V: 51.29 dB,	MSE-Y: 2.43,	MSE-U: 0.53,	MSE-V: 0.48,	SSIM-Y: 0.98097,	SSIM-U: 0.99402,	SSIM-V: 0.99440 ]	      5 bytes
Picture Number:   75	 QP:   27  [ PSNR-Y: 43.89 dB,	PSNR-U: 50.73 dB,	PSNR-V: 51.26 dB,	MSE-Y: 2.65,	MSE-U: 0.55,	MSE-V: 0.49,	SSIM-Y: 0.98023,	SSIM-U: 0.99389,	SSIM-V: 0.99444 ]	   1045 bytes
Picture Number:   76	 QP:   23  [ PSNR-Y: 44.59 dB,	PSNR-U: 50.65 dB,	PSNR-V: 51.21 dB,	MSE-Y: 2.26,	MSE-U: 0.56,	MSE-V: 0.49,	SSIM-Y: 0.98089,	SSIM-U: 0.99379,	SSIM-V: 0.99432 ]	      5 bytes
Picture Number:   77	 QP:   27  [ PSNR-Y: 44.01 dB,	PSNR-U: 50.67 dB,	PSNR-V: 51.36 dB,	MSE-Y: 2.58,	MSE-U: 0.56,	MSE-V: 0.48,	SSIM-Y: 0.98076,	SSIM-U: 0.99391,	SSIM-V: 0.99450 ]	   3157 bytes
Picture Number:   78	 QP:   25  [ PSNR-Y: 44.54 dB,	PSNR-U: 50.87 dB,	PSNR-V: 51.48 dB,	MSE-Y: 2.29,	MSE-U: 0.53,	MSE-V: 0.46,	SSIM-Y: 0.98163,	SSIM-U: 0.99408,	SSIM-V: 0.99464 ]	      5 bytes
Picture Number:   79	 QP:   27  [ PSNR-Y: 44.25 dB,	PSNR-U: 50.68 dB,	PSNR-V: 51.36 dB,	MSE-Y: 2.44,	MSE-U: 0.56,	MSE-V: 0.48,	SSIM-Y: 0.98151,	SSIM-U: 0.99376,	SSIM-V: 0.99450 ]	   1029 bytes
Picture Number:   80	 QP:   12  [ PSNR-Y: 44.93 dB,	PSNR-U: 50.68 dB,	PSNR-V: 51.44 dB,	MSE-Y: 2.09,	MSE-U: 0.56,	MSE-V: 0.47,	SSIM-Y: 0.98167,	SSIM-U: 0.99387,	SSIM-V: 0.99461 ]	      5 bytes
Picture Number:   81	 QP:   27  [ PSNR-Y: 44.12 dB,	PSNR-U: 50.79 dB,	PSNR-V: 51.54 dB,	MSE-Y: 2.52,	MSE-U: 0.54,	MSE-V: 0.46,	SSIM-Y: 0.97993,	SSIM-U: 0.99389,	SSIM-V: 0.99469 ]	  13614 bytes
Picture Number:   82	 QP:   25  [ PSNR-Y: 44.46 dB,	PSNR-U: 50.76 dB,	PSNR-V: 51.52 dB,	MSE-Y: 2.33,	MSE-U: 0.55,	MSE-V: 0.46,	SSIM-Y: 0.98107,	SSIM-U: 0.99397,	SSIM-V: 0.99468 ]	      5 bytes
Picture Number:   83	 QP:   27  [ PSNR-Y: 43.89 dB,	PSNR-U: 50.64 dB,	PSNR-V: 51.49 dB,	MSE-Y: 2.65,	MSE-U: 0.56,	MSE-V: 0.46,	SSIM-Y: 0.97945,	SSIM-U: 0.99386,	SSIM-V: 0.99467 ]	    936 bytes
Picture Number:   84	 QP:   23  [ PSNR-Y: 44.45 dB,	PSNR-U: 50.65 dB,	PSNR-V: 51.40 dB,	MSE-Y: 2.34,	MSE-U: 0.56,	MSE-V: 0.47,	SSIM-Y: 0.97957,	SSIM-U: 0.99374,	SSIM-V: 0.99450 ]	      5 bytes
Picture Number:   85	 QP:   27  [ PSNR-Y: 43.76 dB,	PSNR-U: 50.72 dB,	PSNR-V: 51.44 dB,	MSE-Y: 2.74,	MSE-U: 0.55,	MSE-V: 0.47,	SSIM-Y: 0.97884,	SSIM-U: 0.99399,	SSIM-V: 0.99461 ]	   2993 bytes
Picture Number:   86	 QP:   25  [ PSNR-Y: 44.08 dB,	PSNR-U: 50.64 dB,	PSNR-V: 51.40 dB,	MSE-Y: 2.54,	MSE-U: 0.56,	MSE-V: 0.47,	SSIM-Y: 0.97929,	SSIM-U: 0.99378,	SSIM-V: 0.99449 ]	      5 bytes
Picture Number:   87	 QP:   27  [ PSNR-Y: 43.63 dB,	PSNR-U: 50.74 dB,	PSNR-V: 51.43 dB,	MSE-Y: 2.82,	MSE-U: 0.55,	MSE-V: 0.47,	SSIM-Y: 0.97847,	SSIM-U: 0.99386,	SSIM-V: 0.99451 ]	    749 bytes
