Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
0,0.935255,0.879194,0.896256,0.942956,0.971275,0.000000,0.000000,0.292339,0.809695,0.898034,0.939314,75.657320,
1,0.879996,0.836721,0.816898,0.879690,0.931742,12.545672,12.545672,0.201236,0.625902,0.730392,0.799729,63.575181,
2,0.846131,0.806810,0.770524,0.838008,0.910059,12.699924,12.699924,0.169234,0.566652,0.680500,0.765288,54.852431,
3,0.822281,0.786738,0.736451,0.818523,0.887661,12.233448,12.879362,0.151425,0.532032,0.645210,0.732921,48.128664,
4,0.814957,0.774481,0.719418,0.804969,0.892605,11.826159,12.233448,0.145982,0.536416,0.656160,0.748860,47.547599,
5,0.809146,0.772913,0.706332,0.799316,0.885578,11.826159,11.826159,0.137196,0.513300,0.626005,0.716834,44.617668,
6,0.817765,0.774203,0.713382,0.809397,0.896054,12.701688,12.711871,0.138656,0.522451,0.638265,0.730946,47.719627,
7,0.818825,0.773890,0.712274,0.821171,0.890299,12.701688,12.701688,0.140141,0.530290,0.646003,0.737265,48.265673,
8,0.846438,0.793596,0.744217,0.847793,0.916567,13.041832,13.041832,0.163371,0.586920,0.714099,0.803309,58.087749,
9,0.819698,0.782146,0.717519,0.810567,0.892813,12.819995,13.058935,0.137470,0.522986,0.641384,0.732072,48.286465,
10,0.811875,0.770990,0.707893,0.805589,0.885338,12.819995,12.819995,0.130251,0.506049,0.625381,0.718806,46.225266,
11,0.806925,0.774146,0.697501,0.804815,0.879619,13.369892,13.369892,0.130325,0.492941,0.610748,0.704460,45.055619,
12,0.807898,0.775938,0.700775,0.801983,0.881658,13.422387,13.422387,0.138351,0.509266,0.633076,0.733054,46.863359,
13,0.791611,0.762267,0.682131,0.782898,0.870628,12.598223,13.590824,0.128992,0.487557,0.606227,0.701436,41.648011,
14,0.797315,0.763097,0.692372,0.787102,0.877166,12.197645,12.598223,0.132205,0.499831,0.622315,0.720696,43.317294,
15,0.805070,0.765138,0.707673,0.798705,0.880951,10.726541,12.197645,0.138795,0.515420,0.638309,0.731682,43.949607,
16,0.826564,0.774463,0.727290,0.827357,0.903315,10.726541,10.726541,0.148676,0.552232,0.683148,0.777568,50.663054,
17,0.795523,0.756903,0.687072,0.795849,0.874444,10.544472,10.831574,0.131469,0.509106,0.633251,0.727996,41.995758,
18,0.787118,0.747354,0.677866,0.778808,0.874470,10.544472,10.544472,0.126843,0.495779,0.619870,0.719381,40.140996,
19,0.784072,0.743466,0.671290,0.779293,0.870438,11.336177,11.336177,0.124222,0.486626,0.609483,0.708579,39.763269,
20,0.791561,0.744256,0.674020,0.789682,0.877470,11.370445,11.370445,0.128132,0.500685,0.627093,0.727440,42.071084,
21,0.785252,0.745450,0.667970,0.779092,0.869897,11.139047,11.820625,0.127436,0.486847,0.607946,0.706422,39.631070,
22,0.789948,0.742520,0.672910,0.787466,0.876310,11.139047,11.139047,0.128489,0.491570,0.615556,0.715107,40.914368,
23,0.803644,0.751349,0.688675,0.804902,0.886955,10.894889,11.786671,0.138675,0.507588,0.632213,0.728231,43.695791,
24,0.818856,0.751636,0.707357,0.820516,0.906511,10.894889,10.894889,0.147203,0.539539,0.672322,0.770166,48.958167,
25,0.799242,0.743319,0.688280,0.802698,0.881785,11.468954,11.468954,0.142618,0.506254,0.632545,0.729769,43.518957,
26,0.795301,0.746050,0.688244,0.792152,0.877316,12.282783,12.282783,0.142312,0.494194,0.621587,0.723236,43.224654,
27,0.797228,0.744590,0.686312,0.792261,0.881468,12.450385,12.450385,0.144246,0.488952,0.615124,0.716765,43.336399,
28,0.806670,0.748361,0.699361,0.803121,0.889708,12.664216,12.664216,0.151729,0.506690,0.637176,0.740263,46.463415,
29,0.814752,0.753543,0.710708,0.816717,0.892355,12.633459,13.255141,0.157671,0.510513,0.637167,0.734477,47.437290,
