codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
EVC,duckstakeoff720p,1280x720,50,0,22,36.1337,37.32,40.1828,36.7881,43155201.2288,168.697,duckstakeoff720p_22qp_0fr_50fps_fast-preset_4t
