Picture Number:    0	 QP:    9  [ PSNR-Y: 30.77 dB,	PSNR-U: 43.99 dB,	PSNR-V: 43.83 dB,	MSE-Y: 54.46,	MSE-U: 2.60,	MSE-V: 2.69,	SSIM-Y: 0.83038,	SSIM-U: 0.98326,	SSIM-V: 0.96930 ]	 2216874 bytes
Picture Number:   20	 QP:   18  [ PSNR-Y: 37.79 dB,	PSNR-U: 37.29 dB,	PSNR-V: 39.26 dB,	MSE-Y: 10.83,	MSE-U: 12.12,	MSE-V: 7.70,	SSIM-Y: 0.94632,	SSIM-U: 0.91680,	SSIM-V: 0.91449 ]	      5 bytes
Picture Number:   21	 QP:   22  [ PSNR-Y: 35.95 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.38 dB,	MSE-Y: 16.52,	MSE-U: 17.61,	MSE-V: 9.45,	SSIM-Y: 0.91894,	SSIM-U: 0.87853,	SSIM-V: 0.89514 ]	 3111694 bytes
Picture Number:   22	 QP:   20  [ PSNR-Y: 36.73 dB,	PSNR-U: 36.33 dB,	PSNR-V: 38.68 dB,	MSE-Y: 13.82,	MSE-U: 15.12,	MSE-V: 8.81,	SSIM-Y: 0.93209,	SSIM-U: 0.89590,	SSIM-V: 0.90250 ]	      5 bytes
Picture Number:   23	 QP:   22  [ PSNR-Y: 35.92 dB,	PSNR-U: 35.62 dB,	PSNR-V: 38.36 dB,	MSE-Y: 16.64,	MSE-U: 17.81,	MSE-V: 9.49,	SSIM-Y: 0.91791,	SSIM-U: 0.87737,	SSIM-V: 0.89468 ]	 1405493 bytes
Picture Number:   24	 QP:   14  [ PSNR-Y: 39.77 dB,	PSNR-U: 39.37 dB,	PSNR-V: 40.69 dB,	MSE-Y: 6.86,	MSE-U: 7.52,	MSE-V: 5.55,	SSIM-Y: 0.96655,	SSIM-U: 0.94977,	SSIM-V: 0.93837 ]	      5 bytes
Picture Number:   25	 QP:   22  [ PSNR-Y: 35.92 dB,	PSNR-U: 35.61 dB,	PSNR-V: 38.32 dB,	MSE-Y: 16.63,	MSE-U: 17.87,	MSE-V: 9.56,	SSIM-Y: 0.91827,	SSIM-U: 0.87713,	SSIM-V: 0.89450 ]	 5171785 bytes
Picture Number:   26	 QP:   20  [ PSNR-Y: 36.72 dB,	PSNR-U: 36.31 dB,	PSNR-V: 38.68 dB,	MSE-Y: 13.82,	MSE-U: 15.20,	MSE-V: 8.81,	SSIM-Y: 0.93187,	SSIM-U: 0.89520,	SSIM-V: 0.90274 ]	      5 bytes
Picture Number:   27	 QP:   22  [ PSNR-Y: 35.96 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.33 dB,	MSE-Y: 16.48,	MSE-U: 17.61,	MSE-V: 9.55,	SSIM-Y: 0.91985,	SSIM-U: 0.87974,	SSIM-V: 0.89463 ]	 1441528 bytes
Picture Number:   28	 QP:   18  [ PSNR-Y: 37.82 dB,	PSNR-U: 37.38 dB,	PSNR-V: 39.30 dB,	MSE-Y: 10.73,	MSE-U: 11.89,	MSE-V: 7.64,	SSIM-Y: 0.94771,	SSIM-U: 0.91986,	SSIM-V: 0.91568 ]	      5 bytes
Picture Number:   29	 QP:   22  [ PSNR-Y: 35.92 dB,	PSNR-U: 35.62 dB,	PSNR-V: 38.32 dB,	MSE-Y: 16.64,	MSE-U: 17.83,	MSE-V: 9.58,	SSIM-Y: 0.91851,	SSIM-U: 0.87800,	SSIM-V: 0.89402 ]	 3035406 bytes
Picture Number:   30	 QP:   20  [ PSNR-Y: 36.65 dB,	PSNR-U: 36.22 dB,	PSNR-V: 38.75 dB,	MSE-Y: 14.06,	MSE-U: 15.53,	MSE-V: 8.68,	SSIM-Y: 0.92917,	SSIM-U: 0.89239,	SSIM-V: 0.90369 ]	      5 bytes
Picture Number:   31	 QP:   22  [ PSNR-Y: 35.54 dB,	PSNR-U: 35.09 dB,	PSNR-V: 38.21 dB,	MSE-Y: 18.16,	MSE-U: 20.13,	MSE-V: 9.83,	SSIM-Y: 0.91255,	SSIM-U: 0.86178,	SSIM-V: 0.89102 ]	 1139224 bytes
Picture Number:   32	 QP:    6  [ PSNR-Y: 34.14 dB,	PSNR-U: 46.12 dB,	PSNR-V: 45.96 dB,	MSE-Y: 25.04,	MSE-U: 1.59,	MSE-V: 1.65,	SSIM-Y: 0.89784,	SSIM-U: 0.98979,	SSIM-V: 0.98129 ]	      5 bytes
Picture Number:   33	 QP:   22  [ PSNR-Y: 35.51 dB,	PSNR-U: 35.11 dB,	PSNR-V: 38.23 dB,	MSE-Y: 18.27,	MSE-U: 20.04,	MSE-V: 9.78,	SSIM-Y: 0.91140,	SSIM-U: 0.86141,	SSIM-V: 0.89125 ]	 14746937 bytes
Picture Number:   34	 QP:   20  [ PSNR-Y: 36.69 dB,	PSNR-U: 36.26 dB,	PSNR-V: 38.71 dB,	MSE-Y: 13.93,	MSE-U: 15.38,	MSE-V: 8.76,	SSIM-Y: 0.93095,	SSIM-U: 0.89405,	SSIM-V: 0.90289 ]	      5 bytes
Picture Number:   35	 QP:   22  [ PSNR-Y: 35.95 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.36 dB,	MSE-Y: 16.53,	MSE-U: 17.61,	MSE-V: 9.49,	SSIM-Y: 0.91899,	SSIM-U: 0.87779,	SSIM-V: 0.89429 ]	 1400509 bytes
Picture Number:   36	 QP:   18  [ PSNR-Y: 37.81 dB,	PSNR-U: 37.34 dB,	PSNR-V: 39.34 dB,	MSE-Y: 10.76,	MSE-U: 12.01,	MSE-V: 7.58,	SSIM-Y: 0.94624,	SSIM-U: 0.91684,	SSIM-V: 0.91540 ]	      5 bytes
Picture Number:   37	 QP:   22  [ PSNR-Y: 35.95 dB,	PSNR-U: 35.71 dB,	PSNR-V: 38.35 dB,	MSE-Y: 16.52,	MSE-U: 17.45,	MSE-V: 9.51,	SSIM-Y: 0.91913,	SSIM-U: 0.87834,	SSIM-V: 0.89391 ]	 3061216 bytes
Picture Number:   38	 QP:   20  [ PSNR-Y: 36.73 dB,	PSNR-U: 36.35 dB,	PSNR-V: 38.70 dB,	MSE-Y: 13.79,	MSE-U: 15.06,	MSE-V: 8.76,	SSIM-Y: 0.93178,	SSIM-U: 0.89505,	SSIM-V: 0.90215 ]	      5 bytes
Picture Number:   39	 QP:   22  [ PSNR-Y: 35.94 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.31 dB,	MSE-Y: 16.57,	MSE-U: 17.64,	MSE-V: 9.61,	SSIM-Y: 0.91849,	SSIM-U: 0.87796,	SSIM-V: 0.89297 ]	 1417700 bytes
Picture Number:   40	 QP:   14  [ PSNR-Y: 39.80 dB,	PSNR-U: 39.37 dB,	PSNR-V: 40.68 dB,	MSE-Y: 6.81,	MSE-U: 7.51,	MSE-V: 5.56,	SSIM-Y: 0.96699,	SSIM-U: 0.94942,	SSIM-V: 0.93780 ]	      5 bytes
Picture Number:   41	 QP:   22  [ PSNR-Y: 35.88 dB,	PSNR-U: 35.62 dB,	PSNR-V: 38.37 dB,	MSE-Y: 16.81,	MSE-U: 17.81,	MSE-V: 9.47,	SSIM-Y: 0.91691,	SSIM-U: 0.87669,	SSIM-V: 0.89438 ]	 5131305 bytes
Picture Number:   42	 QP:   20  [ PSNR-Y: 36.70 dB,	PSNR-U: 36.34 dB,	PSNR-V: 38.74 dB,	MSE-Y: 13.89,	MSE-U: 15.09,	MSE-V: 8.70,	SSIM-Y: 0.93056,	SSIM-U: 0.89415,	SSIM-V: 0.90286 ]	      5 bytes
Picture Number:   43	 QP:   22  [ PSNR-Y: 35.89 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.37 dB,	MSE-Y: 16.74,	MSE-U: 17.60,	MSE-V: 9.46,	SSIM-Y: 0.91742,	SSIM-U: 0.87781,	SSIM-V: 0.89471 ]	 1413010 bytes
Picture Number:   44	 QP:   18  [ PSNR-Y: 37.84 dB,	PSNR-U: 37.46 dB,	PSNR-V: 39.20 dB,	MSE-Y: 10.70,	MSE-U: 11.66,	MSE-V: 7.81,	SSIM-Y: 0.94867,	SSIM-U: 0.92096,	SSIM-V: 0.91325 ]	      5 bytes
Picture Number:   45	 QP:   22  [ PSNR-Y: 35.87 dB,	PSNR-U: 35.69 dB,	PSNR-V: 38.42 dB,	MSE-Y: 16.84,	MSE-U: 17.56,	MSE-V: 9.36,	SSIM-Y: 0.91628,	SSIM-U: 0.87683,	SSIM-V: 0.89535 ]	 3004071 bytes
Picture Number:   46	 QP:   20  [ PSNR-Y: 36.67 dB,	PSNR-U: 36.31 dB,	PSNR-V: 38.71 dB,	MSE-Y: 14.00,	MSE-U: 15.20,	MSE-V: 8.75,	SSIM-Y: 0.92977,	SSIM-U: 0.89325,	SSIM-V: 0.90237 ]	      5 bytes
Picture Number:   47	 QP:   22  [ PSNR-Y: 35.86 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.40 dB,	MSE-Y: 16.87,	MSE-U: 17.62,	MSE-V: 9.40,	SSIM-Y: 0.91559,	SSIM-U: 0.87614,	SSIM-V: 0.89484 ]	 1354062 bytes
Picture Number:   48	 QP:    8  [ PSNR-Y: 44.51 dB,	PSNR-U: 44.51 dB,	PSNR-V: 44.71 dB,	MSE-Y: 2.30,	MSE-U: 2.30,	MSE-V: 2.20,	SSIM-Y: 0.98948,	SSIM-U: 0.98493,	SSIM-V: 0.97502 ]	      5 bytes
Picture Number:   49	 QP:   22  [ PSNR-Y: 35.84 dB,	PSNR-U: 35.61 dB,	PSNR-V: 38.37 dB,	MSE-Y: 16.93,	MSE-U: 17.88,	MSE-V: 9.46,	SSIM-Y: 0.91532,	SSIM-U: 0.87525,	SSIM-V: 0.89419 ]	 7748469 bytes
Picture Number:   50	 QP:   20  [ PSNR-Y: 36.70 dB,	PSNR-U: 36.32 dB,	PSNR-V: 38.69 dB,	MSE-Y: 13.91,	MSE-U: 15.16,	MSE-V: 8.79,	SSIM-Y: 0.93081,	SSIM-U: 0.89498,	SSIM-V: 0.90202 ]	      5 bytes
Picture Number:   51	 QP:   22  [ PSNR-Y: 35.89 dB,	PSNR-U: 35.66 dB,	PSNR-V: 38.37 dB,	MSE-Y: 16.77,	MSE-U: 17.67,	MSE-V: 9.46,	SSIM-Y: 0.91681,	SSIM-U: 0.87714,	SSIM-V: 0.89451 ]	 1388612 bytes
Picture Number:   52	 QP:   18  [ PSNR-Y: 37.79 dB,	PSNR-U: 37.35 dB,	PSNR-V: 39.21 dB,	MSE-Y: 10.81,	MSE-U: 11.97,	MSE-V: 7.79,	SSIM-Y: 0.94718,	SSIM-U: 0.91863,	SSIM-V: 0.91347 ]	      5 bytes
Picture Number:   53	 QP:   22  [ PSNR-Y: 35.84 dB,	PSNR-U: 35.63 dB,	PSNR-V: 38.47 dB,	MSE-Y: 16.93,	MSE-U: 17.79,	MSE-V: 9.25,	SSIM-Y: 0.91495,	SSIM-U: 0.87454,	SSIM-V: 0.89624 ]	 2984152 bytes
Picture Number:   54	 QP:   20  [ PSNR-Y: 36.69 dB,	PSNR-U: 36.33 dB,	PSNR-V: 38.73 dB,	MSE-Y: 13.94,	MSE-U: 15.12,	MSE-V: 8.71,	SSIM-Y: 0.93038,	SSIM-U: 0.89388,	SSIM-V: 0.90300 ]	      5 bytes
Picture Number:   55	 QP:   22  [ PSNR-Y: 35.84 dB,	PSNR-U: 35.56 dB,	PSNR-V: 38.38 dB,	MSE-Y: 16.95,	MSE-U: 18.09,	MSE-V: 9.45,	SSIM-Y: 0.91580,	SSIM-U: 0.87412,	SSIM-V: 0.89459 ]	 1377047 bytes
Picture Number:   56	 QP:   14  [ PSNR-Y: 39.81 dB,	PSNR-U: 39.47 dB,	PSNR-V: 40.67 dB,	MSE-Y: 6.79,	MSE-U: 7.35,	MSE-V: 5.57,	SSIM-Y: 0.96755,	SSIM-U: 0.95114,	SSIM-V: 0.93765 ]	      5 bytes
Picture Number:   57	 QP:   22  [ PSNR-Y: 35.91 dB,	PSNR-U: 35.65 dB,	PSNR-V: 38.36 dB,	MSE-Y: 16.69,	MSE-U: 17.72,	MSE-V: 9.48,	SSIM-Y: 0.91852,	SSIM-U: 0.87789,	SSIM-V: 0.89455 ]	 5119856 bytes
Picture Number:   58	 QP:   20  [ PSNR-Y: 36.73 dB,	PSNR-U: 36.38 dB,	PSNR-V: 38.69 dB,	MSE-Y: 13.82,	MSE-U: 14.97,	MSE-V: 8.80,	SSIM-Y: 0.93222,	SSIM-U: 0.89617,	SSIM-V: 0.90204 ]	      5 bytes
Picture Number:   59	 QP:   22  [ PSNR-Y: 35.91 dB,	PSNR-U: 35.68 dB,	PSNR-V: 38.41 dB,	MSE-Y: 16.68,	MSE-U: 17.59,	MSE-V: 9.39,	SSIM-Y: 0.91829,	SSIM-U: 0.87761,	SSIM-V: 0.89543 ]	 1389274 bytes
Picture Number:   60	 QP:   18  [ PSNR-Y: 37.82 dB,	PSNR-U: 37.41 dB,	PSNR-V: 39.32 dB,	MSE-Y: 10.74,	MSE-U: 11.80,	MSE-V: 7.60,	SSIM-Y: 0.94707,	SSIM-U: 0.91901,	SSIM-V: 0.91514 ]	      5 bytes
Picture Number:   61	 QP:   22  [ PSNR-Y: 35.88 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.40 dB,	MSE-Y: 16.77,	MSE-U: 17.64,	MSE-V: 9.40,	SSIM-Y: 0.91727,	SSIM-U: 0.87691,	SSIM-V: 0.89495 ]	 2997926 bytes
Picture Number:   62	 QP:   20  [ PSNR-Y: 36.68 dB,	PSNR-U: 36.29 dB,	PSNR-V: 38.72 dB,	MSE-Y: 13.97,	MSE-U: 15.29,	MSE-V: 8.73,	SSIM-Y: 0.93070,	SSIM-U: 0.89387,	SSIM-V: 0.90308 ]	      5 bytes
Picture Number:   63	 QP:   22  [ PSNR-Y: 35.33 dB,	PSNR-U: 35.08 dB,	PSNR-V: 38.24 dB,	MSE-Y: 19.06,	MSE-U: 20.18,	MSE-V: 9.75,	SSIM-Y: 0.90659,	SSIM-U: 0.85811,	SSIM-V: 0.89011 ]	 1036566 bytes
Picture Number:   64	 QP:    6  [ PSNR-Y: 34.29 dB,	PSNR-U: 46.17 dB,	PSNR-V: 46.05 dB,	MSE-Y: 24.24,	MSE-U: 1.57,	MSE-V: 1.61,	SSIM-Y: 0.89982,	SSIM-U: 0.98976,	SSIM-V: 0.98161 ]	      5 bytes
Picture Number:   65	 QP:   22  [ PSNR-Y: 35.43 dB,	PSNR-U: 35.13 dB,	PSNR-V: 38.22 dB,	MSE-Y: 18.62,	MSE-U: 19.98,	MSE-V: 9.79,	SSIM-Y: 0.90932,	SSIM-U: 0.85983,	SSIM-V: 0.89056 ]	 14629263 bytes
Picture Number:   66	 QP:   20  [ PSNR-Y: 36.66 dB,	PSNR-U: 36.26 dB,	PSNR-V: 38.76 dB,	MSE-Y: 14.03,	MSE-U: 15.39,	MSE-V: 8.66,	SSIM-Y: 0.92975,	SSIM-U: 0.89190,	SSIM-V: 0.90380 ]	      5 bytes
Picture Number:   67	 QP:   22  [ PSNR-Y: 35.87 dB,	PSNR-U: 35.69 dB,	PSNR-V: 38.41 dB,	MSE-Y: 16.82,	MSE-U: 17.55,	MSE-V: 9.38,	SSIM-Y: 0.91672,	SSIM-U: 0.87646,	SSIM-V: 0.89563 ]	 1345964 bytes
Picture Number:   68	 QP:   18  [ PSNR-Y: 37.79 dB,	PSNR-U: 37.32 dB,	PSNR-V: 39.35 dB,	MSE-Y: 10.82,	MSE-U: 12.06,	MSE-V: 7.56,	SSIM-Y: 0.94609,	SSIM-U: 0.91653,	SSIM-V: 0.91607 ]	      5 bytes
Picture Number:   69	 QP:   22  [ PSNR-Y: 35.92 dB,	PSNR-U: 35.70 dB,	PSNR-V: 38.41 dB,	MSE-Y: 16.65,	MSE-U: 17.49,	MSE-V: 9.37,	SSIM-Y: 0.91776,	SSIM-U: 0.87795,	SSIM-V: 0.89592 ]	 3046657 bytes
Picture Number:   70	 QP:   20  [ PSNR-Y: 36.71 dB,	PSNR-U: 36.33 dB,	PSNR-V: 38.71 dB,	MSE-Y: 13.88,	MSE-U: 15.14,	MSE-V: 8.74,	SSIM-Y: 0.93045,	SSIM-U: 0.89388,	SSIM-V: 0.90251 ]	      5 bytes
Picture Number:   71	 QP:   22  [ PSNR-Y: 35.88 dB,	PSNR-U: 35.68 dB,	PSNR-V: 38.40 dB,	MSE-Y: 16.79,	MSE-U: 17.58,	MSE-V: 9.40,	SSIM-Y: 0.91662,	SSIM-U: 0.87653,	SSIM-V: 0.89543 ]	 1369361 bytes
Picture Number:   72	 QP:   14  [ PSNR-Y: 39.80 dB,	PSNR-U: 39.39 dB,	PSNR-V: 40.72 dB,	MSE-Y: 6.81,	MSE-U: 7.49,	MSE-V: 5.50,	SSIM-Y: 0.96625,	SSIM-U: 0.94869,	SSIM-V: 0.93805 ]	      5 bytes
Picture Number:   73	 QP:   22  [ PSNR-Y: 35.85 dB,	PSNR-U: 35.65 dB,	PSNR-V: 38.38 dB,	MSE-Y: 16.90,	MSE-U: 17.72,	MSE-V: 9.43,	SSIM-Y: 0.91537,	SSIM-U: 0.87531,	SSIM-V: 0.89454 ]	 5032298 bytes
Picture Number:   74	 QP:   20  [ PSNR-Y: 36.67 dB,	PSNR-U: 36.32 dB,	PSNR-V: 38.77 dB,	MSE-Y: 13.99,	MSE-U: 15.19,	MSE-V: 8.64,	SSIM-Y: 0.92917,	SSIM-U: 0.89193,	SSIM-V: 0.90341 ]	      5 bytes
Picture Number:   75	 QP:   22  [ PSNR-Y: 35.91 dB,	PSNR-U: 35.69 dB,	PSNR-V: 38.42 dB,	MSE-Y: 16.68,	MSE-U: 17.55,	MSE-V: 9.35,	SSIM-Y: 0.91643,	SSIM-U: 0.87591,	SSIM-V: 0.89541 ]	 1388497 bytes
Picture Number:   76	 QP:   18  [ PSNR-Y: 37.82 dB,	PSNR-U: 37.39 dB,	PSNR-V: 39.31 dB,	MSE-Y: 10.73,	MSE-U: 11.85,	MSE-V: 7.63,	SSIM-Y: 0.94627,	SSIM-U: 0.91730,	SSIM-V: 0.91463 ]	      5 bytes
Picture Number:   77	 QP:   22  [ PSNR-Y: 35.89 dB,	PSNR-U: 35.75 dB,	PSNR-V: 38.46 dB,	MSE-Y: 16.74,	MSE-U: 17.32,	MSE-V: 9.27,	SSIM-Y: 0.91569,	SSIM-U: 0.87675,	SSIM-V: 0.89630 ]	 3007438 bytes
Picture Number:   78	 QP:   20  [ PSNR-Y: 36.73 dB,	PSNR-U: 36.39 dB,	PSNR-V: 38.79 dB,	MSE-Y: 13.81,	MSE-U: 14.95,	MSE-V: 8.60,	SSIM-Y: 0.92962,	SSIM-U: 0.89344,	SSIM-V: 0.90354 ]	      5 bytes
Picture Number:   79	 QP:   22  [ PSNR-Y: 35.85 dB,	PSNR-U: 35.65 dB,	PSNR-V: 38.45 dB,	MSE-Y: 16.90,	MSE-U: 17.70,	MSE-V: 9.29,	SSIM-Y: 0.91381,	SSIM-U: 0.87336,	SSIM-V: 0.89562 ]	 1343221 bytes
Picture Number:   80	 QP:    8  [ PSNR-Y: 44.50 dB,	PSNR-U: 44.50 dB,	PSNR-V: 44.72 dB,	MSE-Y: 2.31,	MSE-U: 2.31,	MSE-V: 2.19,	SSIM-Y: 0.98911,	SSIM-U: 0.98456,	SSIM-V: 0.97495 ]	      5 bytes
Picture Number:   81	 QP:   22  [ PSNR-Y: 35.85 dB,	PSNR-U: 35.60 dB,	PSNR-V: 38.40 dB,	MSE-Y: 16.89,	MSE-U: 17.92,	MSE-V: 9.39,	SSIM-Y: 0.91415,	SSIM-U: 0.87318,	SSIM-V: 0.89464 ]	 7560771 bytes
Picture Number:   82	 QP:   20  [ PSNR-Y: 36.67 dB,	PSNR-U: 36.29 dB,	PSNR-V: 38.82 dB,	MSE-Y: 13.98,	MSE-U: 15.27,	MSE-V: 8.53,	SSIM-Y: 0.92751,	SSIM-U: 0.88942,	SSIM-V: 0.90409 ]	      5 bytes
Picture Number:   83	 QP:   22  [ PSNR-Y: 35.92 dB,	PSNR-U: 35.69 dB,	PSNR-V: 38.45 dB,	MSE-Y: 16.63,	MSE-U: 17.55,	MSE-V: 9.28,	SSIM-Y: 0.91574,	SSIM-U: 0.87470,	SSIM-V: 0.89611 ]	 1378512 bytes
Picture Number:   84	 QP:   18  [ PSNR-Y: 37.81 dB,	PSNR-U: 37.36 dB,	PSNR-V: 39.31 dB,	MSE-Y: 10.76,	MSE-U: 11.95,	MSE-V: 7.63,	SSIM-Y: 0.94554,	SSIM-U: 0.91585,	SSIM-V: 0.91446 ]	      5 bytes
Picture Number:   85	 QP:   22  [ PSNR-Y: 35.97 dB,	PSNR-U: 35.69 dB,	PSNR-V: 38.45 dB,	MSE-Y: 16.44,	MSE-U: 17.56,	MSE-V: 9.30,	SSIM-Y: 0.91705,	SSIM-U: 0.87603,	SSIM-V: 0.89640 ]	 3098050 bytes
Picture Number:   86	 QP:   20  [ PSNR-Y: 36.75 dB,	PSNR-U: 36.39 dB,	PSNR-V: 38.74 dB,	MSE-Y: 13.75,	MSE-U: 14.92,	MSE-V: 8.68,	SSIM-Y: 0.93102,	SSIM-U: 0.89467,	SSIM-V: 0.90400 ]	      5 bytes
Picture Number:   87	 QP:   22  [ PSNR-Y: 35.99 dB,	PSNR-U: 35.75 dB,	PSNR-V: 38.38 dB,	MSE-Y: 16.35,	MSE-U: 17.28,	MSE-V: 9.43,	SSIM-Y: 0.91804,	SSIM-U: 0.87788,	SSIM-V: 0.89552 ]	 1440569 bytes
