codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
VVENC,parkjoy1080p,1920x1080,50,0,32,28.1765,33.0476,36.2756,29.2126,5548389.9904,1332.158,parkjoy1080p_32qp_0fr_50fps_slow-preset_8t
