codec,video,resolution,fps,number of frames,qp,ypsnr,upsnr,vpsnr,psnr,bitrate,time(s),optional settings
SVT,parkjoy720p,1280x720,50,0,32,33.73,36.83,38.88,34.76,31154462.72,17.476,parkjoy720p_32qp_0fr_50fps_12-preset_1t
