name,avg_vmaf
parkjoy720p_37qp_0fr_50fps_3-preset_8t,98.654774104
parkjoy720p_27qp_0fr_50fps_9-preset_8t,99.47201227
parkjoy720p_37qp_0fr_50fps_6-preset_8t,97.760694208
parkjoy720p_27qp_0fr_50fps_3-preset_8t,99.626682886
parkjoy720p_37qp_0fr_50fps_12-preset_8t,94.765471392
parkjoy720p_32qp_0fr_50fps_6-preset_8t,99.188170058
parkjoy720p_22qp_0fr_50fps_3-preset_8t,99.72467401
parkjoy720p_32qp_0fr_50fps_0-preset_8t,99.53604717
parkjoy720p_22qp_0fr_50fps_0-preset_8t,99.76878384
parkjoy720p_37qp_0fr_50fps_9-preset_8t,96.825039938
parkjoy720p_37qp_0fr_50fps_0-preset_8t,98.996442658
parkjoy720p_27qp_0fr_50fps_0-preset_8t,99.686525702
parkjoy720p_27qp_0fr_50fps_6-preset_8t,99.53081822
parkjoy720p_27qp_0fr_50fps_12-preset_8t,99.132459114
parkjoy720p_32qp_0fr_50fps_12-preset_8t,98.0942869
parkjoy720p_22qp_0fr_50fps_6-preset_8t,99.669641402
parkjoy720p_22qp_0fr_50fps_9-preset_8t,99.641164812
parkjoy720p_32qp_0fr_50fps_3-preset_8t,99.44871275
parkjoy720p_32qp_0fr_50fps_9-preset_8t,99.018757478
parkjoy720p_22qp_0fr_50fps_12-preset_8t,99.40551573
