Picture Number:    0	 QP:   13  [ PSNR-Y: 39.12 dB,	PSNR-U: 48.00 dB,	PSNR-V: 48.26 dB,	MSE-Y: 7.96,	MSE-U: 1.03,	MSE-V: 0.97,	SSIM-Y: 0.96312,	SSIM-U: 0.98799,	SSIM-V: 0.98892 ]	  26687 bytes
Picture Number:    1	 QP:   32  [ PSNR-Y: 39.05 dB,	PSNR-U: 47.32 dB,	PSNR-V: 47.43 dB,	MSE-Y: 8.10,	MSE-U: 1.21,	MSE-V: 1.18,	SSIM-Y: 0.96165,	SSIM-U: 0.98651,	SSIM-V: 0.98761 ]	  67127 bytes
Picture Number:    2	 QP:   31  [ PSNR-Y: 39.55 dB,	PSNR-U: 47.08 dB,	PSNR-V: 47.25 dB,	MSE-Y: 7.22,	MSE-U: 1.27,	MSE-V: 1.23,	SSIM-Y: 0.96166,	SSIM-U: 0.98574,	SSIM-V: 0.98695 ]	      5 bytes
Picture Number:    3	 QP:   32  [ PSNR-Y: 39.03 dB,	PSNR-U: 46.93 dB,	PSNR-V: 47.05 dB,	MSE-Y: 8.12,	MSE-U: 1.32,	MSE-V: 1.28,	SSIM-Y: 0.95918,	SSIM-U: 0.98531,	SSIM-V: 0.98649 ]	   2005 bytes
Picture Number:    4	 QP:   30  [ PSNR-Y: 39.64 dB,	PSNR-U: 46.75 dB,	PSNR-V: 46.89 dB,	MSE-Y: 7.06,	MSE-U: 1.37,	MSE-V: 1.33,	SSIM-Y: 0.95921,	SSIM-U: 0.98478,	SSIM-V: 0.98606 ]	      5 bytes
Picture Number:    5	 QP:   32  [ PSNR-Y: 38.80 dB,	PSNR-U: 46.62 dB,	PSNR-V: 46.47 dB,	MSE-Y: 8.56,	MSE-U: 1.41,	MSE-V: 1.47,	SSIM-Y: 0.95868,	SSIM-U: 0.98484,	SSIM-V: 0.98590 ]	   5863 bytes
Picture Number:    6	 QP:   31  [ PSNR-Y: 39.19 dB,	PSNR-U: 46.52 dB,	PSNR-V: 46.68 dB,	MSE-Y: 7.84,	MSE-U: 1.45,	MSE-V: 1.40,	SSIM-Y: 0.95776,	SSIM-U: 0.98433,	SSIM-V: 0.98596 ]	      5 bytes
Picture Number:    7	 QP:   32  [ PSNR-Y: 38.94 dB,	PSNR-U: 46.72 dB,	PSNR-V: 46.74 dB,	MSE-Y: 8.29,	MSE-U: 1.38,	MSE-V: 1.38,	SSIM-Y: 0.95804,	SSIM-U: 0.98490,	SSIM-V: 0.98652 ]	   1761 bytes
Picture Number:    8	 QP:   27  [ PSNR-Y: 40.28 dB,	PSNR-U: 46.79 dB,	PSNR-V: 47.09 dB,	MSE-Y: 6.09,	MSE-U: 1.36,	MSE-V: 1.27,	SSIM-Y: 0.96253,	SSIM-U: 0.98469,	SSIM-V: 0.98669 ]	      5 bytes
Picture Number:    9	 QP:   32  [ PSNR-Y: 38.83 dB,	PSNR-U: 46.66 dB,	PSNR-V: 46.71 dB,	MSE-Y: 8.51,	MSE-U: 1.40,	MSE-V: 1.39,	SSIM-Y: 0.95786,	SSIM-U: 0.98452,	SSIM-V: 0.98642 ]	  13006 bytes
Picture Number:   10	 QP:   31  [ PSNR-Y: 39.12 dB,	PSNR-U: 46.66 dB,	PSNR-V: 46.86 dB,	MSE-Y: 7.97,	MSE-U: 1.40,	MSE-V: 1.34,	SSIM-Y: 0.95845,	SSIM-U: 0.98456,	SSIM-V: 0.98688 ]	      5 bytes
Picture Number:   11	 QP:   32  [ PSNR-Y: 38.59 dB,	PSNR-U: 46.56 dB,	PSNR-V: 46.62 dB,	MSE-Y: 8.99,	MSE-U: 1.44,	MSE-V: 1.42,	SSIM-Y: 0.95733,	SSIM-U: 0.98435,	SSIM-V: 0.98624 ]	   2047 bytes
Picture Number:   12	 QP:   30  [ PSNR-Y: 39.60 dB,	PSNR-U: 46.80 dB,	PSNR-V: 46.97 dB,	MSE-Y: 7.13,	MSE-U: 1.36,	MSE-V: 1.31,	SSIM-Y: 0.96133,	SSIM-U: 0.98501,	SSIM-V: 0.98719 ]	      5 bytes
Picture Number:   13	 QP:   32  [ PSNR-Y: 38.72 dB,	PSNR-U: 46.75 dB,	PSNR-V: 46.96 dB,	MSE-Y: 8.73,	MSE-U: 1.37,	MSE-V: 1.31,	SSIM-Y: 0.95958,	SSIM-U: 0.98504,	SSIM-V: 0.98747 ]	   5658 bytes
Picture Number:   14	 QP:   31  [ PSNR-Y: 39.39 dB,	PSNR-U: 46.96 dB,	PSNR-V: 47.18 dB,	MSE-Y: 7.49,	MSE-U: 1.31,	MSE-V: 1.24,	SSIM-Y: 0.96162,	SSIM-U: 0.98550,	SSIM-V: 0.98786 ]	      5 bytes
Picture Number:   15	 QP:   32  [ PSNR-Y: 39.12 dB,	PSNR-U: 47.30 dB,	PSNR-V: 47.57 dB,	MSE-Y: 7.97,	MSE-U: 1.21,	MSE-V: 1.14,	SSIM-Y: 0.96100,	SSIM-U: 0.98659,	SSIM-V: 0.98859 ]	   1969 bytes
Picture Number:   16	 QP:   21  [ PSNR-Y: 40.91 dB,	PSNR-U: 47.36 dB,	PSNR-V: 47.73 dB,	MSE-Y: 5.27,	MSE-U: 1.19,	MSE-V: 1.10,	SSIM-Y: 0.96686,	SSIM-U: 0.98663,	SSIM-V: 0.98878 ]	      5 bytes
Picture Number:   17	 QP:   32  [ PSNR-Y: 39.11 dB,	PSNR-U: 47.14 dB,	PSNR-V: 47.41 dB,	MSE-Y: 7.97,	MSE-U: 1.25,	MSE-V: 1.18,	SSIM-Y: 0.95984,	SSIM-U: 0.98609,	SSIM-V: 0.98832 ]	  20920 bytes
Picture Number:   18	 QP:   31  [ PSNR-Y: 39.83 dB,	PSNR-U: 47.32 dB,	PSNR-V: 47.71 dB,	MSE-Y: 6.76,	MSE-U: 1.21,	MSE-V: 1.10,	SSIM-Y: 0.96213,	SSIM-U: 0.98668,	SSIM-V: 0.98888 ]	      5 bytes
Picture Number:   19	 QP:   32  [ PSNR-Y: 39.06 dB,	PSNR-U: 47.05 dB,	PSNR-V: 47.56 dB,	MSE-Y: 8.07,	MSE-U: 1.28,	MSE-V: 1.14,	SSIM-Y: 0.96060,	SSIM-U: 0.98581,	SSIM-V: 0.98836 ]	   1466 bytes
Picture Number:   20	 QP:   29  [ PSNR-Y: 40.17 dB,	PSNR-U: 47.25 dB,	PSNR-V: 47.67 dB,	MSE-Y: 6.25,	MSE-U: 1.22,	MSE-V: 1.11,	SSIM-Y: 0.96307,	SSIM-U: 0.98657,	SSIM-V: 0.98866 ]	      5 bytes
Picture Number:   21	 QP:   32  [ PSNR-Y: 39.14 dB,	PSNR-U: 47.22 dB,	PSNR-V: 47.70 dB,	MSE-Y: 7.93,	MSE-U: 1.23,	MSE-V: 1.11,	SSIM-Y: 0.96027,	SSIM-U: 0.98641,	SSIM-V: 0.98885 ]	   4783 bytes
Picture Number:   22	 QP:   31  [ PSNR-Y: 39.60 dB,	PSNR-U: 47.33 dB,	PSNR-V: 47.88 dB,	MSE-Y: 7.13,	MSE-U: 1.20,	MSE-V: 1.06,	SSIM-Y: 0.96195,	SSIM-U: 0.98678,	SSIM-V: 0.98931 ]	      5 bytes
