name,avg_vmaf
icecif_22qp_0fr_30fps_6-preset_8t,99.6216427875
icecif_22qp_0fr_30fps_0-preset_8t,99.69321920416667
icecif_37qp_0fr_30fps_6-preset_8t,96.993006125
icecif_27qp_0fr_30fps_3-preset_8t,99.23406741666666
icecif_22qp_0fr_30fps_3-preset_8t,99.65224916666666
icecif_27qp_0fr_30fps_6-preset_8t,99.20036407916666
icecif_27qp_0fr_30fps_9-preset_8t,98.88139605416667
icecif_37qp_0fr_30fps_3-preset_8t,97.17427249166667
icecif_37qp_0fr_30fps_12-preset_8t,94.232815425
icecif_32qp_0fr_30fps_3-preset_8t,98.4261430875
icecif_32qp_0fr_30fps_0-preset_8t,98.60686990416667
icecif_32qp_0fr_30fps_9-preset_8t,97.754993425
icecif_37qp_0fr_30fps_0-preset_8t,97.44485306666667
icecif_27qp_0fr_30fps_0-preset_8t,99.3597199875
icecif_32qp_0fr_30fps_6-preset_8t,98.36729059166667
icecif_22qp_0fr_30fps_9-preset_8t,99.5148328
icecif_37qp_0fr_30fps_9-preset_8t,95.7921397875
icecif_22qp_0fr_30fps_12-preset_8t,98.98420816666666
icecif_27qp_0fr_30fps_12-preset_8t,98.15955777916666
icecif_32qp_0fr_30fps_12-preset_8t,96.74034344166667
