Picture Number:    0	 QP:   21  [ PSNR-Y: 33.97 dB,	PSNR-U: 37.99 dB,	PSNR-V: 40.14 dB,	MSE-Y: 26.07,	MSE-U: 10.32,	MSE-V: 6.29,	SSIM-Y: 0.92938,	SSIM-U: 0.93850,	SSIM-V: 0.92600 ]	 209110 bytes
Picture Number:    1	 QP:   32  [ PSNR-Y: 34.06 dB,	PSNR-U: 36.06 dB,	PSNR-V: 39.50 dB,	MSE-Y: 25.56,	MSE-U: 16.13,	MSE-V: 7.30,	SSIM-Y: 0.93325,	SSIM-U: 0.90470,	SSIM-V: 0.91524 ]	 943957 bytes
Picture Number:    2	 QP:   31  [ PSNR-Y: 34.79 dB,	PSNR-U: 35.90 dB,	PSNR-V: 39.05 dB,	MSE-Y: 21.58,	MSE-U: 16.71,	MSE-V: 8.10,	SSIM-Y: 0.94112,	SSIM-U: 0.90151,	SSIM-V: 0.90700 ]	      5 bytes
Picture Number:    3	 QP:   32  [ PSNR-Y: 33.93 dB,	PSNR-U: 35.68 dB,	PSNR-V: 38.91 dB,	MSE-Y: 26.30,	MSE-U: 17.60,	MSE-V: 8.36,	SSIM-Y: 0.93184,	SSIM-U: 0.89716,	SSIM-V: 0.90359 ]	  17101 bytes
Picture Number:    4	 QP:   29  [ PSNR-Y: 35.21 dB,	PSNR-U: 36.00 dB,	PSNR-V: 38.88 dB,	MSE-Y: 19.58,	MSE-U: 16.34,	MSE-V: 8.42,	SSIM-Y: 0.94461,	SSIM-U: 0.90202,	SSIM-V: 0.90267 ]	      5 bytes
Picture Number:    5	 QP:   32  [ PSNR-Y: 33.98 dB,	PSNR-U: 35.71 dB,	PSNR-V: 38.85 dB,	MSE-Y: 25.99,	MSE-U: 17.45,	MSE-V: 8.48,	SSIM-Y: 0.93200,	SSIM-U: 0.89678,	SSIM-V: 0.90223 ]	 100102 bytes
Picture Number:    6	 QP:   31  [ PSNR-Y: 34.89 dB,	PSNR-U: 35.90 dB,	PSNR-V: 38.89 dB,	MSE-Y: 21.10,	MSE-U: 16.70,	MSE-V: 8.41,	SSIM-Y: 0.94228,	SSIM-U: 0.90069,	SSIM-V: 0.90311 ]	      5 bytes
Picture Number:    7	 QP:   32  [ PSNR-Y: 34.05 dB,	PSNR-U: 35.97 dB,	PSNR-V: 39.05 dB,	MSE-Y: 25.60,	MSE-U: 16.47,	MSE-V: 8.10,	SSIM-Y: 0.93270,	SSIM-U: 0.90129,	SSIM-V: 0.90611 ]	  16291 bytes
Picture Number:    8	 QP:   27  [ PSNR-Y: 36.06 dB,	PSNR-U: 36.67 dB,	PSNR-V: 39.15 dB,	MSE-Y: 16.12,	MSE-U: 13.99,	MSE-V: 7.92,	SSIM-Y: 0.95396,	SSIM-U: 0.91431,	SSIM-V: 0.90847 ]	      5 bytes
Picture Number:    9	 QP:   32  [ PSNR-Y: 33.88 dB,	PSNR-U: 35.87 dB,	PSNR-V: 38.98 dB,	MSE-Y: 26.61,	MSE-U: 16.81,	MSE-V: 8.23,	SSIM-Y: 0.93137,	SSIM-U: 0.90018,	SSIM-V: 0.90455 ]	 254038 bytes
Picture Number:   10	 QP:   31  [ PSNR-Y: 34.83 dB,	PSNR-U: 35.91 dB,	PSNR-V: 38.85 dB,	MSE-Y: 21.38,	MSE-U: 16.66,	MSE-V: 8.48,	SSIM-Y: 0.94120,	SSIM-U: 0.90050,	SSIM-V: 0.90214 ]	      5 bytes
Picture Number:   11	 QP:   32  [ PSNR-Y: 33.94 dB,	PSNR-U: 35.70 dB,	PSNR-V: 38.78 dB,	MSE-Y: 26.27,	MSE-U: 17.52,	MSE-V: 8.61,	SSIM-Y: 0.93221,	SSIM-U: 0.89683,	SSIM-V: 0.90099 ]	  23974 bytes
Picture Number:   12	 QP:   29  [ PSNR-Y: 35.32 dB,	PSNR-U: 36.11 dB,	PSNR-V: 38.87 dB,	MSE-Y: 19.09,	MSE-U: 15.93,	MSE-V: 8.43,	SSIM-Y: 0.94647,	SSIM-U: 0.90373,	SSIM-V: 0.90254 ]	      5 bytes
Picture Number:   13	 QP:   32  [ PSNR-Y: 33.89 dB,	PSNR-U: 35.67 dB,	PSNR-V: 38.90 dB,	MSE-Y: 26.54,	MSE-U: 17.61,	MSE-V: 8.37,	SSIM-Y: 0.93199,	SSIM-U: 0.89586,	SSIM-V: 0.90287 ]	 111382 bytes
